direct_1.jpg,direct_2.jpg,direct_3.jpg,direct_4.jpg,direct_5.jpg,direct_6.jpg,direct_7.jpg,direct_8.jpg,direct_9.jpg,direct_10.jpg,direct_11.jpg,direct_12.jpg,direct_13.jpg,direct_14.jpg,direct_15.jpg,direct_16.jpg,direct_17.jpg,direct_18.jpg,direct_19.jpg,direct_20.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,neighbour_4.jpg,neighbour_5.jpg,neighbour_6.jpg,neighbour_7.jpg,neighbour_8.jpg,neighbour_9.jpg,neighbour_10.jpg,neighbour_11.jpg,neighbour_12.jpg,neighbour_13.jpg,neighbour_14.jpg,neighbour_15.jpg,neighbour_16.jpg,neighbour_17.jpg,neighbour_18.jpg,neighbour_19.jpg,neighbour_20.jpg,time_1.jpg,time_2.jpg,time_3.jpg,time_4.jpg,time_5.jpg,time_6.jpg,time_7.jpg,time_8.jpg,time_9.jpg,time_10.jpg,time_11.jpg,time_12.jpg,time_13.jpg,time_14.jpg,time_15.jpg,time_16.jpg,time_17.jpg,time_18.jpg,time_19.jpg,time_20.jpg
0.00,0.19,0.19,0.00,0.19,0.00,0.19,0.37,0.56,0.00,0.00,0.56,0.00,0.19,0.37,0.56,0.19,0.37,0.00,0.00,0.20,0.19,0.00,0.09,0.28,0.09,0.28,0.20,0.12,0.28,0.28,0.00,0.32,0.40,0.28,0.28,0.28,0.09,0.20,0.09,0.078636467,0.055813164,0.054066431,0.054880954,0.050790828,0.054646417,0.052771039,0.055257551,0.054049879,0.053930726,0.052952003,0.053875130,0.054433323,0.052615214,0.053510055,0.056580257,0.056630053,0.054544512,0.054288182,0.054702222
0.56,0.19,1.85,0.00,1.30,0.00,0.00,0.56,0.19,0.37,0.00,0.37,0.19,0.37,0.00,0.00,0.19,0.74,0.19,0.00,49.83,38.87,23.32,40.51,32.36,32.38,43.40,35.42,28.49,42.56,36.99,32.07,42.33,41.50,55.03,49.51,25.39,39.57,39.58,34.03,0.022953078,0.019579267,0.017403420,0.019991767,0.016633671,0.018061491,0.016200151,0.019239755,0.016743954,0.022415629,0.016781321,0.019394740,0.016231511,0.017161272,0.018665150,0.019431198,0.020813268,0.016384467,0.019613352,0.018547742
77.04,70.93,1.48,1.11,46.11,32.96,96.85,1.30,0.93,0.00,67.59,0.19,77.22,78.15,93.89,92.04,0.00,42.96,0.19,0.00,77.36,70.77,37.56,61.56,55.59,52.89,94.75,47.59,40.69,81.81,78.26,60.63,75.82,75.91,94.32,89.58,39.75,60.45,67.65,54.27,0.011178864,0.009679805,0.010509969,0.010580720,0.008714562,0.009495766,0.007708810,0.011257648,0.009884866,0.009172668,0.007844586,0.009571057,0.008176973,0.007918132,0.006475366,0.009234410,0.011728954,0.009080194,0.009142635,0.010967307
96.67,84.07,36.30,90.56,87.04,60.19,100.00,46.48,32.96,100.00,100.00,81.11,100.00,100.00,100.00,100.00,0.37,71.85,88.89,77.41,95.12,83.06,51.17,88.50,84.21,76.13,100.00,62.58,48.89,100.00,100.00,80.99,100.00,100.00,100.00,100.00,59.60,75.29,87.38,82.31,0.007306718,0.006692581,0.007536714,0.006906304,0.006029483,0.006682524,0.004942363,0.007852689,0.007220950,0.005571447,0.005116274,0.006591237,0.005430153,0.005048386,0.004351833,0.005930304,0.008439656,0.006417536,0.006610445,0.006519159
100.00,91.85,38.15,95.56,97.59,91.85,100.00,46.48,32.96,100.00,100.00,90.74,100.00,100.00,100.00,100.00,0.93,79.81,97.59,93.52,100.00,91.59,56.59,94.66,96.68,92.45,100.00,62.58,48.89,100.00,100.00,90.48,100.00,100.00,100.00,100.00,72.56,86.25,98.06,90.88,0.006132014,0.004667667,0.005952585,0.005173617,0.005057396,0.005489520,0.003744401,0.005776997,0.006941924,0.004415041,0.003524602,0.004844302,0.004381866,0.003945062,0.003682868,0.004411340,0.006911123,0.005056837,0.004950185,0.005341731
100.00,91.85,40.00,95.56,97.59,97.59,100.00,45.37,57.41,100.00,100.00,94.26,100.00,100.00,100.00,100.00,68.15,80.37,98.89,96.48,100.00,91.37,61.40,94.68,96.68,97.87,100.00,65.77,60.77,100.00,100.00,92.38,100.00,100.00,100.00,100.00,79.07,87.25,98.33,95.25,0.005551122,0.004382006,0.005666854,0.005062984,0.004303291,0.004102002,0.003717790,0.005864721,0.006399446,0.004092922,0.003856570,0.004469240,0.003440650,0.003638657,0.003967971,0.003985501,0.005826237,0.004792339,0.004228908,0.004862252
100.00,91.85,47.22,95.56,97.59,100.00,100.00,49.81,57.41,100.00,100.00,96.85,100.00,100.00,100.00,100.00,75.19,84.07,98.89,99.26,100.00,91.37,66.16,95.34,96.68,100.00,100.00,66.10,60.77,100.00,100.00,95.69,100.00,100.00,100.00,100.00,82.96,88.66,98.33,98.52,0.004202228,0.004670810,0.005300104,0.004048920,0.004006036,0.003936471,0.003380934,0.005083028,0.006604787,0.003744121,0.004000099,0.004205021,0.003733715,0.003677769,0.003854474,0.004269976,0.005089036,0.004657190,0.004449405,0.004638472
100.00,92.78,47.22,95.56,97.59,100.00,100.00,54.63,57.41,100.00,100.00,97.41,100.00,100.00,100.00,100.00,79.26,83.70,98.89,99.63,100.00,92.56,66.16,95.34,96.68,100.00,100.00,70.19,60.77,100.00,100.00,96.57,100.00,100.00,100.00,100.00,87.33,90.17,98.33,99.27,0.003725404,0.004239664,0.004748337,0.005000752,0.003917684,0.003590884,0.003817946,0.004725568,0.006023826,0.003656328,0.003946180,0.003928090,0.003704171,0.003628879,0.003691808,0.004089011,0.004623246,0.003778414,0.003603526,0.004239873
100.00,92.78,48.52,95.56,97.59,100.00,100.00,54.63,57.41,100.00,100.00,99.26,100.00,100.00,100.00,100.00,79.26,83.70,98.89,99.63,100.00,92.56,67.05,95.34,96.68,100.00,100.00,70.19,60.77,100.00,100.00,99.04,100.00,100.00,100.00,100.00,87.33,90.17,98.33,99.27,0.003976911,0.004196570,0.004706291,0.004411689,0.004142651,0.003329040,0.003765005,0.005055021,0.005788522,0.003920896,0.003545276,0.003943246,0.003891073,0.003735810,0.003700259,0.003908603,0.004362449,0.003559174,0.003388337,0.003603805
100.00,92.78,50.19,95.56,97.59,100.00,100.00,54.63,59.07,100.00,100.00,99.26,100.00,100.00,100.00,100.00,79.26,83.70,98.89,99.63,100.00,92.56,70.03,95.34,96.68,100.00,100.00,70.19,61.81,100.00,100.00,99.04,100.00,100.00,100.00,100.00,87.33,90.17,98.33,99.27,0.004009807,0.003888907,0.005107404,0.004342194,0.003962733,0.003982847,0.003746566,0.004815946,0.006271841,0.003657795,0.003794968,0.003723168,0.003421163,0.003806422,0.003475642,0.003867465,0.004375301,0.003981590,0.003855732,0.003774643
