direct_1.png,direct_2.png,direct_3.png,direct_4.png,direct_5.png,direct_6.png,direct_7.png,direct_8.png,direct_9.png,direct_10.png,direct_11.png,direct_12.png,direct_13.png,direct_14.png,direct_15.png,direct_16.png,direct_17.png,direct_18.png,direct_19.png,direct_20.png,neighbour_1.png,neighbour_2.png,neighbour_3.png,neighbour_4.png,neighbour_5.png,neighbour_6.png,neighbour_7.png,neighbour_8.png,neighbour_9.png,neighbour_10.png,neighbour_11.png,neighbour_12.png,neighbour_13.png,neighbour_14.png,neighbour_15.png,neighbour_16.png,neighbour_17.png,neighbour_18.png,neighbour_19.png,neighbour_20.png,time_1.png,time_2.png,time_3.png,time_4.png,time_5.png,time_6.png,time_7.png,time_8.png,time_9.png,time_10.png,time_11.png,time_12.png,time_13.png,time_14.png,time_15.png,time_16.png,time_17.png,time_18.png,time_19.png,time_20.png
0.23,0.46,0.23,0.23,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.00,0.46,0.00,0.00,0.23,0.46,0.23,0.23,0.00,0.23,0.23,0.50,0.14,0.35,0.00,0.27,0.39,0.58,0.35,0.64,0.39,0.00,0.00,0.12,0.00,0.39,0.46,0.23,0.12,0.236095682,0.226436079,0.217158005,0.236973137,0.212930948,0.218009830,0.219807044,0.238030002,0.228383183,0.235256538,0.231527030,0.234902993,0.224059612,0.233368948,0.229402959,0.228703007,0.213218868,0.233709589,0.216633648,0.226205826
0.00,1.39,1.16,0.00,1.39,1.16,2.31,0.69,0.00,0.23,0.23,2.31,1.16,72.22,0.00,0.46,0.69,0.00,0.69,0.00,22.36,48.11,49.63,23.23,71.66,39.85,44.14,74.19,48.69,55.50,50.89,71.26,38.29,75.23,42.79,61.71,48.42,58.37,62.73,74.04,0.035427891,0.033624750,0.035222065,0.036331803,0.032612856,0.032426376,0.034223378,0.031317055,0.036422599,0.042561345,0.036778037,0.031121772,0.032824136,0.033439174,0.032294791,0.035368875,0.043968827,0.031022388,0.032827139,0.031999078
79.17,0.23,92.59,0.46,98.15,52.55,79.63,100.00,57.18,92.82,99.31,86.81,58.56,100.00,0.00,100.00,96.99,96.99,100.00,100.00,76.04,60.03,90.20,49.79,96.70,68.69,79.75,100.00,85.53,93.54,98.61,89.29,61.23,100.00,50.14,100.00,97.49,96.26,100.00,100.00,0.020508308,0.019109068,0.020016331,0.021946453,0.017034790,0.019289542,0.020402776,0.015843892,0.020384198,0.018434661,0.017884854,0.017003220,0.018885013,0.017779948,0.018848272,0.019039577,0.017778484,0.016557412,0.017476693,0.015807994
88.19,81.02,100.00,0.23,100.00,99.07,93.98,100.00,100.00,100.00,100.00,93.52,89.12,100.00,0.23,100.00,100.00,100.00,100.00,100.00,85.71,79.09,100.00,49.52,100.00,98.57,94.52,100.00,100.00,100.00,100.00,93.73,87.04,100.00,87.38,100.00,100.00,100.00,100.00,100.00,0.016017800,0.015718453,0.015472674,0.018446881,0.013507981,0.014963795,0.015047887,0.012983388,0.017255563,0.013388899,0.014176173,0.013669739,0.015630102,0.014204459,0.015061158,0.014869298,0.014118622,0.012951400,0.013358867,0.012712397
90.05,84.49,100.00,55.56,100.00,100.00,99.07,100.00,100.00,100.00,100.00,96.53,90.05,100.00,94.21,100.00,100.00,100.00,100.00,100.00,87.38,82.37,100.00,59.68,100.00,100.00,98.28,100.00,100.00,100.00,100.00,96.89,88.18,100.00,92.05,100.00,100.00,100.00,100.00,100.00,0.014405956,0.013609254,0.013584249,0.017642844,0.012470807,0.013499599,0.013566090,0.010911136,0.015587567,0.012337826,0.011964164,0.012092746,0.014176521,0.012668953,0.013400143,0.012120055,0.012390698,0.011570039,0.011316158,0.011464016
90.51,84.49,100.00,55.56,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.92,90.05,100.00,95.14,100.00,100.00,100.00,100.00,100.00,88.62,82.37,100.00,59.68,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.01,88.18,100.00,92.86,100.00,100.00,100.00,100.00,100.00,0.013391622,0.012758212,0.012404665,0.015994404,0.011622070,0.012847682,0.012866819,0.011125066,0.013964197,0.011850249,0.011221729,0.012251150,0.012936663,0.012672376,0.012592406,0.011450257,0.012142195,0.011446974,0.011261191,0.011838936
91.20,84.49,100.00,64.35,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.92,90.05,100.00,94.44,100.00,100.00,100.00,100.00,100.00,88.58,82.37,100.00,63.56,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.01,88.18,100.00,92.28,100.00,100.00,100.00,100.00,100.00,0.011990494,0.012425199,0.012392722,0.016234804,0.011599092,0.012482191,0.012646045,0.011549644,0.014085097,0.011765111,0.011575346,0.012286631,0.012537020,0.012728670,0.012236484,0.011930919,0.011627799,0.011045864,0.011355270,0.012154768
90.51,84.49,100.00,64.35,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.92,90.05,100.00,94.44,100.00,100.00,100.00,100.00,100.00,87.85,82.37,100.00,63.56,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.01,88.18,100.00,92.63,100.00,100.00,100.00,100.00,100.00,0.012266515,0.012071233,0.012088275,0.017163511,0.011395429,0.011502219,0.012261347,0.010942146,0.013796154,0.011434122,0.011578978,0.012561813,0.012586817,0.011993429,0.011584496,0.011896765,0.011775309,0.011341790,0.011498100,0.011823570
90.51,84.49,100.00,65.51,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.61,90.05,100.00,94.44,100.00,100.00,100.00,100.00,100.00,87.85,82.37,100.00,63.29,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.26,88.18,100.00,92.63,100.00,100.00,100.00,100.00,100.00,0.012064807,0.012613776,0.012301297,0.015210691,0.011878745,0.010994039,0.012363877,0.011093357,0.013388200,0.010902825,0.011806668,0.012248496,0.012457328,0.012281812,0.011690518,0.011712729,0.012000203,0.011486157,0.011464645,0.012208547
90.51,84.49,100.00,66.20,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.61,90.05,100.00,94.44,100.00,100.00,100.00,100.00,100.00,87.85,82.37,100.00,64.72,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.26,88.18,100.00,92.63,100.00,100.00,100.00,100.00,100.00,0.012097005,0.012401452,0.011995314,0.015230527,0.011393963,0.011171931,0.011900257,0.011140152,0.013257244,0.011336342,0.011905705,0.012735025,0.012287399,0.012072422,0.011747162,0.011632618,0.011769860,0.011521847,0.011105860,0.011707002
