direct_1.jpg,direct_2.jpg,direct_3.jpg,direct_4.jpg,direct_5.jpg,direct_6.jpg,direct_7.jpg,direct_8.jpg,direct_9.jpg,direct_10.jpg,direct_11.jpg,direct_12.jpg,direct_13.jpg,direct_14.jpg,direct_15.jpg,direct_16.jpg,direct_17.jpg,direct_18.jpg,direct_19.jpg,direct_20.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,neighbour_4.jpg,neighbour_5.jpg,neighbour_6.jpg,neighbour_7.jpg,neighbour_8.jpg,neighbour_9.jpg,neighbour_10.jpg,neighbour_11.jpg,neighbour_12.jpg,neighbour_13.jpg,neighbour_14.jpg,neighbour_15.jpg,neighbour_16.jpg,neighbour_17.jpg,neighbour_18.jpg,neighbour_19.jpg,neighbour_20.jpg,time_1.jpg,time_2.jpg,time_3.jpg,time_4.jpg,time_5.jpg,time_6.jpg,time_7.jpg,time_8.jpg,time_9.jpg,time_10.jpg,time_11.jpg,time_12.jpg,time_13.jpg,time_14.jpg,time_15.jpg,time_16.jpg,time_17.jpg,time_18.jpg,time_19.jpg,time_20.jpg
0.00,0.00,0.19,0.19,0.19,0.00,0.19,0.37,0.19,0.56,0.00,0.19,0.19,0.19,0.56,0.74,0.00,0.37,0.37,0.19,0.19,0.09,0.09,0.19,0.12,0.19,0.00,0.09,0.46,0.59,0.28,0.19,0.09,0.09,0.45,0.28,0.19,0.00,0.20,0.49,0.379888117,0.325878292,0.325712413,0.326133162,0.322089881,0.282007456,0.325768590,0.281432927,0.324774474,0.306704223,0.326639742,0.301688224,0.327845812,0.261787683,0.327853292,0.261745006,0.325082481,0.322046340,0.294540316,0.338748932
0.00,0.00,0.37,0.00,0.93,0.00,0.19,0.93,0.93,1.48,0.00,0.74,0.74,0.00,0.56,73.52,0.00,0.74,1.85,0.00,44.15,31.19,27.45,49.15,61.20,55.86,82.96,36.40,52.35,62.95,66.57,43.24,58.26,55.60,72.85,69.48,24.12,38.09,57.24,49.92,0.048230611,0.047639247,0.053944431,0.048157349,0.049808584,0.047269501,0.046449192,0.048422195,0.048525423,0.056046508,0.047476590,0.059833348,0.051281936,0.048541699,0.046974976,0.047384396,0.048986111,0.047389638,0.054563809,0.052645206
97.04,87.59,2.78,98.89,87.78,93.70,100.00,7.41,82.04,100.00,100.00,95.19,99.07,100.00,100.00,100.00,55.93,81.30,97.22,92.59,96.19,86.34,47.90,98.58,86.70,91.02,100.00,51.96,85.23,100.00,100.00,93.83,98.40,100.00,100.00,100.00,63.61,85.19,96.19,88.47,0.023630314,0.024419405,0.032473464,0.021416700,0.023951596,0.022859104,0.021537878,0.030457783,0.024721827,0.020449648,0.020399572,0.022771033,0.024857672,0.021437444,0.020055104,0.020860121,0.029226588,0.025688251,0.024032267,0.024300745
100.00,90.74,51.11,100.00,96.48,100.00,100.00,51.85,92.96,100.00,100.00,99.26,100.00,100.00,100.00,100.00,68.89,81.30,100.00,100.00,100.00,90.52,64.72,100.00,95.46,100.00,100.00,60.52,93.43,100.00,100.00,99.12,100.00,100.00,100.00,100.00,79.10,85.19,100.00,100.00,0.017013004,0.017829964,0.024087161,0.015995389,0.017619876,0.016978782,0.015056763,0.023576116,0.018743724,0.015366938,0.015440762,0.016626982,0.017377660,0.015981769,0.015039023,0.015680185,0.020768067,0.018173523,0.017964134,0.018158300
100.00,90.74,51.30,100.00,98.89,100.00,100.00,48.70,98.52,100.00,100.00,99.26,100.00,100.00,100.00,100.00,80.19,81.48,100.00,100.00,100.00,90.52,69.10,100.00,98.21,100.00,100.00,67.58,97.59,100.00,100.00,99.12,100.00,100.00,100.00,100.00,85.28,88.10,100.00,100.00,0.014257405,0.014725844,0.020706812,0.013547168,0.014722912,0.014063380,0.012862284,0.019299677,0.016211065,0.013431997,0.013601297,0.013360338,0.014047596,0.013820955,0.012946097,0.013420264,0.017267937,0.015243246,0.014251191,0.014618008
100.00,94.81,55.00,100.00,98.89,100.00,100.00,48.70,98.52,100.00,100.00,99.26,100.00,100.00,100.00,100.00,90.00,80.00,100.00,100.00,100.00,93.52,73.77,100.00,98.61,100.00,100.00,68.60,97.59,100.00,100.00,99.12,100.00,100.00,100.00,100.00,90.60,88.50,100.00,100.00,0.013686924,0.014186304,0.019343467,0.013112183,0.014375301,0.013968464,0.013367671,0.018553613,0.015136036,0.013410695,0.013094583,0.013461052,0.013036265,0.013414536,0.013514552,0.013353005,0.015245551,0.014607252,0.014349669,0.013371374
100.00,94.26,55.00,100.00,98.89,100.00,100.00,48.70,98.15,100.00,100.00,99.26,100.00,100.00,100.00,100.00,87.78,84.26,100.00,100.00,100.00,93.70,73.77,100.00,98.61,100.00,100.00,68.60,98.52,100.00,100.00,99.12,100.00,100.00,100.00,100.00,92.30,89.29,100.00,100.00,0.013465800,0.014119465,0.018286599,0.013494436,0.014164932,0.013234829,0.013606884,0.017926415,0.014763142,0.013368230,0.013399589,0.012825897,0.013323181,0.013594732,0.013836181,0.013568262,0.014834592,0.014452549,0.013548985,0.013401477
100.00,94.26,55.00,100.00,98.89,100.00,100.00,52.04,99.07,100.00,100.00,99.26,100.00,100.00,100.00,100.00,92.78,82.78,100.00,100.00,100.00,93.70,73.77,100.00,98.61,100.00,100.00,69.94,98.53,100.00,100.00,99.12,100.00,100.00,100.00,100.00,93.63,87.85,100.00,100.00,0.012965233,0.014306086,0.017922716,0.013201513,0.014201810,0.013080894,0.013210733,0.017332191,0.014422026,0.013047999,0.013506380,0.013248937,0.013284488,0.013849521,0.013182098,0.013654309,0.015097133,0.014299731,0.013677358,0.012970543
100.00,94.26,55.00,100.00,98.89,100.00,100.00,52.04,99.63,100.00,100.00,99.26,100.00,100.00,100.00,100.00,92.78,82.78,100.00,100.00,100.00,93.70,73.77,100.00,98.61,100.00,100.00,69.94,99.37,100.00,100.00,99.12,100.00,100.00,100.00,100.00,93.63,87.85,100.00,100.00,0.013235876,0.014122397,0.018600125,0.013618479,0.014124214,0.013260601,0.013317733,0.017814249,0.013913916,0.012825966,0.012831274,0.012812766,0.013650747,0.013455884,0.013354471,0.013433394,0.014823137,0.014215431,0.013260253,0.013003089
100.00,94.26,55.00,100.00,98.89,100.00,100.00,52.04,99.63,100.00,100.00,99.26,100.00,100.00,100.00,100.00,92.78,82.78,100.00,100.00,100.00,93.70,73.77,100.00,98.61,100.00,100.00,69.94,99.37,100.00,100.00,99.12,100.00,100.00,100.00,100.00,93.63,87.85,100.00,100.00,0.013486754,0.013788337,0.017324716,0.013941643,0.013714932,0.013270519,0.013021877,0.018361820,0.013866842,0.013435000,0.013371093,0.013418657,0.013403921,0.013463846,0.013302647,0.012974174,0.014822160,0.014240854,0.013693073,0.013021529
