direct_1.jpg,direct_2.jpg,direct_3.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,time_1.jpg,time_2.jpg,time_3.jpg
0.00,0.03,0.00,0.02,0.00,0.03,1.262461424,1.216757536,1.264294505
0.00,0.00,0.03,42.58,21.16,27.33,4.422920704,4.493610382,4.551315308
0.03,0.03,0.00,72.04,35.01,53.55,0.959850490,2.461687088,1.641786814
99.06,0.00,80.70,98.42,48.12,83.62,0.170856223,1.314980745,0.481386393
99.94,0.00,89.06,99.88,62.20,93.31,0.093206555,0.787339211,0.185627714
100.00,55.24,93.76,100.00,68.92,95.07,0.082793087,0.555884719,0.113220938
100.00,62.09,95.36,100.00,72.52,96.35,0.082977474,0.423383266,0.096745811
100.00,66.09,95.36,100.00,74.75,96.35,0.080609560,0.368232727,0.092102952
100.00,69.48,98.03,100.00,77.25,98.10,0.085828900,0.322513402,0.092547297
100.00,69.48,98.03,100.00,77.25,98.10,0.083406657,0.306099027,0.090850934
100.00,69.48,98.03,100.00,77.25,98.10,0.087272152,0.290758401,0.089454211
100.00,69.48,98.03,100.00,77.25,98.10,0.072235249,0.279183477,0.093554586
100.00,69.48,98.03,100.00,77.25,98.10,0.072934106,0.283812165,0.086062811
100.00,69.76,98.03,100.00,77.47,98.10,0.078233279,0.267876446,0.090926163
100.00,69.76,98.03,100.00,77.47,98.10,0.079430111,0.264875054,0.086665072
100.00,70.42,98.64,100.00,77.76,98.58,0.074313514,0.261424005,0.089926071
100.00,71.18,98.64,100.00,78.21,98.58,0.077101320,0.254627794,0.092045397
100.00,71.18,97.94,100.00,78.21,98.88,0.077178493,0.248592898,0.086531460
100.00,70.55,97.94,100.00,78.75,98.88,0.074434832,0.250377208,0.084769517
100.00,70.36,97.94,100.00,78.07,98.88,0.081207983,0.237510130,0.096847154
100.00,72.36,97.94,100.00,80.24,98.88,0.077781104,0.237545803,0.085837916
100.00,72.36,97.94,100.00,80.24,98.88,0.075675257,0.238525927,0.087882511
100.00,72.36,98.94,100.00,80.24,98.79,0.077781945,0.229071558,0.095058806
100.00,72.67,98.94,100.00,80.15,98.79,0.089696355,0.224805504,0.084721886
100.00,72.67,98.94,100.00,80.15,98.79,0.089754254,0.234899849,0.086048633
100.00,72.67,98.94,100.00,80.15,98.79,0.094485737,0.230046436,0.090909533
100.00,72.67,98.94,100.00,80.15,98.79,0.077146716,0.217465982,0.090427965
100.00,72.67,98.94,100.00,80.15,98.79,0.080036081,0.220366031,0.085292578
100.00,72.67,98.24,100.00,80.15,98.73,0.078382879,0.217918932,0.091019057
100.00,72.67,98.18,100.00,80.15,98.87,0.074912630,0.213706940,0.091393419
100.00,72.67,98.18,100.00,80.15,98.87,0.075280361,0.216768458,0.090234287
100.00,72.67,98.18,100.00,80.15,98.87,0.073533989,0.221837357,0.082919084
100.00,72.67,98.18,100.00,80.15,98.87,0.076226883,0.217293531,0.083481185
100.00,72.67,98.18,100.00,80.15,98.87,0.073406942,0.217632562,0.088233687
100.00,72.67,98.18,100.00,80.15,98.87,0.078761429,0.215006590,0.085817523
100.00,72.67,98.18,100.00,80.15,98.87,0.088006280,0.207257017,0.084097832
100.00,72.67,98.18,100.00,80.15,98.87,0.083967574,0.217268959,0.088094071
100.00,73.06,98.18,100.00,80.51,98.87,0.083031110,0.219683871,0.091549233
100.00,73.06,99.45,100.00,80.51,99.35,0.091275796,0.225366071,0.088121451
100.00,73.06,99.45,100.00,80.51,99.35,0.074821770,0.212461069,0.087993704
100.00,73.06,99.45,100.00,80.51,99.35,0.078276366,0.206788093,0.093596838
100.00,73.06,99.45,100.00,80.51,99.35,0.084523246,0.204374507,0.085363403
100.00,73.06,99.45,100.00,80.51,99.35,0.081456281,0.207385659,0.085871026
100.00,73.06,99.45,100.00,80.51,99.35,0.082650878,0.213476524,0.086857215
100.00,73.06,99.45,100.00,80.51,99.35,0.084317632,0.204433247,0.085192561
100.00,73.06,99.45,100.00,80.51,99.35,0.086707532,0.210075215,0.087730609
100.00,73.06,99.45,100.00,80.51,99.35,0.073716909,0.205462739,0.092372969
100.00,73.45,99.45,100.00,81.36,99.35,0.076029994,0.201509520,0.090319984
100.00,73.45,99.45,100.00,81.36,99.35,0.093420066,0.200706527,0.091803394
100.00,73.45,99.45,100.00,81.36,99.35,0.074238434,0.204607159,0.088414021
100.00,73.45,99.45,100.00,81.36,99.35,0.074659310,0.202228203,0.093428306
100.00,73.45,99.45,100.00,81.36,99.35,0.080692537,0.206470922,0.085205764
100.00,73.45,99.45,100.00,81.36,99.35,0.077306107,0.205938652,0.091722243
100.00,73.45,99.45,100.00,81.36,99.35,0.082488425,0.208378777,0.084782578
100.00,73.45,99.45,100.00,81.36,99.35,0.079522446,0.203911498,0.090838507
100.00,73.45,99.45,100.00,81.36,99.35,0.072991863,0.200915858,0.091884270
100.00,73.45,99.45,100.00,81.36,99.35,0.072897434,0.204167426,0.081657358
100.00,73.45,99.45,100.00,81.36,99.35,0.078952663,0.198170155,0.088942260
100.00,73.45,99.45,100.00,81.36,99.35,0.081971027,0.199385092,0.084591769
100.00,73.45,99.45,100.00,81.36,99.35,0.078418642,0.204438418,0.084233120
100.00,73.55,99.45,100.00,80.96,99.35,0.078672729,0.214614555,0.091023386
100.00,73.55,99.45,100.00,80.96,99.35,0.075262822,0.202900529,0.086788133
100.00,73.55,99.45,100.00,80.96,99.35,0.077182338,0.204204157,0.083699793
100.00,73.79,99.45,100.00,81.13,99.35,0.077262029,0.205154657,0.086456098
100.00,73.79,99.45,100.00,81.13,99.35,0.080569267,0.197738245,0.088929266
100.00,73.79,99.45,100.00,81.13,99.35,0.082357399,0.196288437,0.089744411
100.00,73.79,99.45,100.00,81.13,99.35,0.080769576,0.203455508,0.094563410
100.00,74.00,99.45,100.00,81.49,99.35,0.077881820,0.200920388,0.086772770
100.00,74.00,99.45,100.00,81.49,99.35,0.091215104,0.200528428,0.092671476
100.00,74.00,99.45,100.00,81.49,99.35,0.073609211,0.194710523,0.094862334
100.00,74.00,99.45,100.00,81.49,99.35,0.073991954,0.198641330,0.088292494
100.00,74.00,99.45,100.00,81.49,99.35,0.078656599,0.196420580,0.088914104
100.00,74.00,99.45,100.00,81.49,99.35,0.084630176,0.196744099,0.093625821
100.00,74.00,99.45,100.00,81.49,99.35,0.086239450,0.196976468,0.090706639
100.00,74.00,99.45,100.00,81.49,99.35,0.079324439,0.200470880,0.085364446
100.00,74.00,99.45,100.00,81.49,99.35,0.077591829,0.200265467,0.092451543
100.00,74.00,99.45,100.00,81.49,99.35,0.074339353,0.199311674,0.085889883
100.00,73.79,99.45,100.00,82.02,99.35,0.079665698,0.193771765,0.082054697
100.00,73.79,99.45,100.00,82.02,99.35,0.092634462,0.197389871,0.082414322
100.00,73.58,99.45,100.00,80.90,99.35,0.079061478,0.202330112,0.084458858
100.00,73.58,99.45,100.00,80.90,99.35,0.078997366,0.196589038,0.085635930
100.00,73.58,99.45,100.00,80.90,99.35,0.084416941,0.201504633,0.086739175
100.00,73.58,99.45,100.00,80.90,99.35,0.084891744,0.216516882,0.084858917
100.00,73.58,99.45,100.00,80.90,99.35,0.086347632,0.205386460,0.084415480
100.00,73.58,99.45,100.00,80.90,99.35,0.078557350,0.201885343,0.088807248
100.00,73.58,99.45,100.00,80.90,99.35,0.077681229,0.201506302,0.081809267
100.00,73.58,99.45,100.00,80.90,99.35,0.081910402,0.200130254,0.093465671
100.00,73.58,99.45,100.00,80.90,99.35,0.089992143,0.203182563,0.080803312
100.00,73.58,99.45,100.00,80.90,99.35,0.083684430,0.197954342,0.079845056
100.00,73.58,99.45,100.00,80.90,99.35,0.084258541,0.199539721,0.081033655
100.00,73.58,99.45,100.00,80.90,99.35,0.079148293,0.206297085,0.085654788
100.00,73.58,99.45,100.00,80.90,99.35,0.081395581,0.199636802,0.087474279
100.00,73.58,99.45,100.00,80.90,99.35,0.091145962,0.196764618,0.085639901
100.00,73.58,99.45,100.00,80.90,99.35,0.077068701,0.200112298,0.087666072
