direct_1.jpg,direct_2.jpg,direct_3.jpg,direct_4.jpg,direct_5.jpg,direct_6.jpg,direct_7.jpg,direct_8.jpg,direct_9.jpg,direct_10.jpg,direct_11.jpg,direct_12.jpg,direct_13.jpg,direct_14.jpg,direct_15.jpg,direct_16.jpg,direct_17.jpg,direct_18.jpg,direct_19.jpg,direct_20.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,neighbour_4.jpg,neighbour_5.jpg,neighbour_6.jpg,neighbour_7.jpg,neighbour_8.jpg,neighbour_9.jpg,neighbour_10.jpg,neighbour_11.jpg,neighbour_12.jpg,neighbour_13.jpg,neighbour_14.jpg,neighbour_15.jpg,neighbour_16.jpg,neighbour_17.jpg,neighbour_18.jpg,neighbour_19.jpg,neighbour_20.jpg,time_1.jpg,time_2.jpg,time_3.jpg,time_4.jpg,time_5.jpg,time_6.jpg,time_7.jpg,time_8.jpg,time_9.jpg,time_10.jpg,time_11.jpg,time_12.jpg,time_13.jpg,time_14.jpg,time_15.jpg,time_16.jpg,time_17.jpg,time_18.jpg,time_19.jpg,time_20.jpg
0.00,0.37,0.00,0.00,0.19,0.37,0.19,0.19,0.19,0.00,0.00,0.37,0.37,0.00,0.56,0.00,0.00,0.37,0.00,0.00,0.09,0.37,0.00,0.11,0.19,0.20,0.22,0.52,0.29,0.28,0.59,0.11,0.40,0.28,0.09,0.19,0.39,0.09,0.19,0.09,0.072335698,0.063566878,0.058130596,0.056877736,0.055390060,0.057124075,0.057932306,0.057505906,0.057023637,0.056626085,0.058416810,0.056881785,0.056530405,0.055140648,0.057859246,0.055865839,0.060606621,0.061151542,0.057946410,0.057209071
30.74,0.56,1.48,0.00,0.74,0.19,0.93,0.74,0.93,0.00,0.19,0.19,0.19,0.00,66.67,0.37,0.74,2.78,0.93,0.00,42.38,38.73,24.98,37.67,30.51,30.48,58.86,33.23,32.56,45.57,40.32,32.58,43.16,49.66,65.71,59.12,24.89,38.15,36.33,35.88,0.070871562,0.072548017,0.054508075,0.052287117,0.063071690,0.060856525,0.053900503,0.051913105,0.050733164,0.061688151,0.063343309,0.053615402,0.053019986,0.055778880,0.059653323,0.058020096,0.055854872,0.058668386,0.057017911,0.056131244
88.70,78.33,0.93,81.48,2.96,0.56,98.33,1.48,0.93,95.00,79.44,0.56,92.04,87.96,97.04,96.67,0.00,1.30,71.30,0.93,85.60,72.84,45.37,78.69,60.74,53.24,97.67,49.27,32.56,93.01,83.35,57.53,91.82,89.17,98.80,95.76,44.61,57.39,71.13,55.62,0.031106794,0.026418881,0.033661749,0.027414992,0.032300983,0.029199500,0.023894100,0.032336045,0.031171327,0.025589138,0.025595704,0.030917168,0.026111780,0.024358420,0.023759373,0.025953582,0.033815961,0.033131003,0.028466770,0.031441204
97.22,91.48,36.30,92.22,88.33,32.04,100.00,41.48,0.00,100.00,100.00,80.93,99.63,100.00,100.00,100.00,55.00,78.89,95.56,85.74,96.65,90.60,52.85,90.54,88.46,75.45,100.00,59.94,59.91,100.00,100.00,79.97,99.29,100.00,100.00,100.00,66.23,79.98,94.72,82.22,0.020686528,0.019527961,0.024389504,0.019630419,0.022066012,0.022527328,0.016213873,0.023862323,0.025590466,0.019161209,0.018863816,0.022790708,0.018907676,0.018493433,0.018552242,0.018689204,0.025180412,0.022999961,0.019740772,0.023049621
100.00,91.30,42.59,96.85,93.89,95.93,100.00,42.78,64.63,100.00,100.00,93.15,100.00,100.00,100.00,100.00,68.70,83.33,99.26,96.85,100.00,90.15,58.73,95.96,94.18,95.74,100.00,63.83,66.91,100.00,100.00,91.91,100.00,100.00,100.00,100.00,75.26,88.52,99.07,95.97,0.016160931,0.016764313,0.021187516,0.015978292,0.017826008,0.019103589,0.012988211,0.020486984,0.023573937,0.014767968,0.015163494,0.018594148,0.015524446,0.015268818,0.015384410,0.015414652,0.020423075,0.019244043,0.015791668,0.020154595
100.00,90.74,43.70,96.85,94.44,98.70,100.00,52.41,64.63,100.00,100.00,97.04,100.00,100.00,100.00,100.00,80.37,86.48,100.00,99.26,100.00,90.45,61.96,95.96,95.62,98.33,100.00,66.85,66.91,100.00,100.00,95.28,100.00,100.00,100.00,100.00,86.76,90.66,100.00,98.53,0.014743035,0.015305277,0.018890707,0.014177790,0.015926816,0.016064338,0.013445688,0.019236781,0.021585695,0.013943533,0.013815649,0.015106990,0.014155998,0.014104733,0.014906609,0.014943346,0.017993633,0.017544815,0.013991027,0.017889284
100.00,90.74,43.70,97.78,93.52,100.00,100.00,52.41,64.63,100.00,100.00,97.41,100.00,100.00,100.00,100.00,80.37,87.41,100.00,99.63,100.00,90.45,61.96,96.84,95.03,100.00,100.00,66.85,66.91,100.00,100.00,96.28,100.00,100.00,100.00,100.00,86.76,90.69,100.00,99.27,0.013710325,0.015502236,0.019628046,0.013387019,0.014313495,0.014968072,0.013178465,0.018996447,0.019572800,0.013371164,0.014077564,0.014567936,0.013900789,0.014481400,0.014431322,0.014606420,0.017796185,0.016269678,0.013198650,0.016759215
100.00,93.15,43.70,97.78,93.52,100.00,100.00,52.41,66.11,100.00,100.00,97.22,100.00,100.00,100.00,100.00,80.37,87.41,100.00,99.63,100.00,92.62,61.96,96.84,95.03,100.00,100.00,66.85,68.81,100.00,100.00,96.47,100.00,100.00,100.00,100.00,86.76,90.69,100.00,99.27,0.013544587,0.014566400,0.019081308,0.013740358,0.014034820,0.013253966,0.012766946,0.018181091,0.019589422,0.013804614,0.014029162,0.013867963,0.013868033,0.014157255,0.014652378,0.014234013,0.016336169,0.016032420,0.013437935,0.015224607
100.00,93.15,43.70,97.78,93.52,100.00,100.00,52.41,66.11,100.00,100.00,98.70,100.00,100.00,100.00,100.00,80.37,86.85,100.00,99.63,100.00,92.62,61.96,96.84,95.03,100.00,100.00,66.85,68.81,100.00,100.00,97.89,100.00,100.00,100.00,100.00,86.76,90.39,100.00,99.27,0.013985650,0.014173180,0.018922623,0.012787480,0.013557508,0.013655778,0.013079846,0.018145682,0.019060217,0.013809014,0.013773813,0.013900789,0.014379568,0.013879208,0.013540465,0.014125337,0.016186006,0.016147662,0.012716099,0.014261392
100.00,93.15,43.70,97.78,93.52,100.00,100.00,52.41,63.15,100.00,100.00,99.07,100.00,100.00,100.00,100.00,80.37,89.07,100.00,100.00,100.00,92.62,61.96,96.84,95.03,100.00,100.00,66.85,66.62,100.00,100.00,98.53,100.00,100.00,100.00,100.00,86.76,91.31,100.00,100.00,0.013609541,0.013425014,0.018190520,0.013152903,0.014053258,0.013174834,0.013144591,0.017442774,0.019659055,0.012977036,0.014056122,0.013459306,0.014587143,0.013595782,0.013421521,0.013168477,0.016142704,0.016033467,0.013511410,0.013884515
