direct_1.jpg,direct_2.jpg,direct_3.jpg,direct_4.jpg,direct_5.jpg,direct_6.jpg,direct_7.jpg,direct_8.jpg,direct_9.jpg,direct_10.jpg,direct_11.jpg,direct_12.jpg,direct_13.jpg,direct_14.jpg,direct_15.jpg,direct_16.jpg,direct_17.jpg,direct_18.jpg,direct_19.jpg,direct_20.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,neighbour_4.jpg,neighbour_5.jpg,neighbour_6.jpg,neighbour_7.jpg,neighbour_8.jpg,neighbour_9.jpg,neighbour_10.jpg,neighbour_11.jpg,neighbour_12.jpg,neighbour_13.jpg,neighbour_14.jpg,neighbour_15.jpg,neighbour_16.jpg,neighbour_17.jpg,neighbour_18.jpg,neighbour_19.jpg,neighbour_20.jpg,time_1.jpg,time_2.jpg,time_3.jpg,time_4.jpg,time_5.jpg,time_6.jpg,time_7.jpg,time_8.jpg,time_9.jpg,time_10.jpg,time_11.jpg,time_12.jpg,time_13.jpg,time_14.jpg,time_15.jpg,time_16.jpg,time_17.jpg,time_18.jpg,time_19.jpg,time_20.jpg
0.00,0.00,0.00,0.25,0.00,0.12,0.25,0.12,0.12,0.12,0.12,0.12,0.50,0.00,0.12,0.12,0.50,0.25,0.37,0.00,0.12,0.19,0.12,0.20,0.26,0.19,0.06,0.06,0.00,0.19,0.00,0.06,0.06,0.06,0.22,0.06,0.14,0.06,0.06,0.06,0.171858832,0.095022991,0.097139336,0.111693218,0.098372072,0.100470670,0.105183020,0.107354328,0.109245896,0.100264773,0.105435014,0.100829661,0.094782390,0.095855251,0.098368093,0.115685426,0.101736233,0.101970069,0.093792625,0.094978638
0.12,0.00,0.25,2.98,0.00,0.00,0.12,11.43,0.25,0.75,0.00,0.12,0.00,0.00,0.62,0.25,0.00,0.25,0.00,0.75,32.40,29.82,30.41,31.52,34.08,30.47,47.26,32.77,43.25,37.32,39.13,22.58,41.48,51.92,41.01,32.85,36.65,27.31,38.91,40.77,0.159538269,0.157615885,0.159969270,0.160761505,0.158317044,0.161798134,0.157515109,0.187920660,0.160879180,0.162680671,0.155650541,0.166444540,0.165343106,0.167821586,0.157289356,0.148133054,0.164931789,0.159126118,0.167130902,0.152562827
24.60,0.00,0.12,0.50,3.98,2.11,94.66,0.00,57.02,61.49,76.65,0.12,62.48,83.98,63.98,12.30,0.00,0.00,0.00,83.48,55.96,59.06,50.28,57.55,65.00,58.10,92.25,59.08,67.64,70.67,77.09,41.55,76.67,80.03,71.10,49.95,55.19,55.13,66.65,85.91,0.069299072,0.063751101,0.067229539,0.077804290,0.063898616,0.065543711,0.053925559,0.072678946,0.065942802,0.061671507,0.056365833,0.088216305,0.056416538,0.049082950,0.059316095,0.069779031,0.070370816,0.066502661,0.058440395,0.051198792
72.92,78.14,52.55,51.30,88.07,88.07,100.00,74.78,67.58,95.90,89.57,0.50,98.63,100.00,94.41,59.50,8.20,85.84,95.78,94.78,78.39,79.01,72.60,67.74,87.69,86.94,100.00,75.91,80.53,95.98,88.71,54.43,97.83,100.00,92.35,72.38,77.17,84.14,95.60,95.43,0.039489288,0.036576591,0.039236799,0.041142695,0.032542560,0.034775745,0.027606146,0.038385615,0.034963410,0.032633077,0.029922582,0.054047298,0.028988004,0.027515069,0.030185683,0.038443442,0.038061962,0.035861950,0.029969236,0.027278649
80.00,85.96,70.56,74.29,97.27,96.65,100.00,86.58,81.12,100.00,96.27,63.73,100.00,100.00,99.75,77.14,96.27,90.06,99.01,97.27,83.33,85.67,82.01,81.25,97.35,96.49,100.00,87.89,91.35,100.00,95.26,67.40,100.00,100.00,99.50,84.76,95.42,88.51,99.07,96.79,0.027723555,0.026847713,0.029533064,0.030877696,0.023169115,0.024251064,0.021183180,0.028342579,0.026204312,0.024053546,0.022377856,0.040565506,0.021467792,0.020489560,0.022042396,0.028370583,0.026509110,0.025276160,0.022117058,0.021009685
80.12,85.96,82.11,74.66,99.50,97.39,100.00,96.65,82.61,100.00,98.51,69.69,100.00,100.00,100.00,77.39,100.00,90.19,100.00,98.01,83.94,85.67,87.55,86.25,99.29,98.08,100.00,95.70,93.15,100.00,97.49,70.67,100.00,100.00,100.00,84.03,100.00,88.92,100.00,97.51,0.023420203,0.022911459,0.025620490,0.027073378,0.019426469,0.021690872,0.018337188,0.024269292,0.022639280,0.020037044,0.019968037,0.032422427,0.018881759,0.018108100,0.019579915,0.024860589,0.021724746,0.021219496,0.019580476,0.019202899
80.12,86.46,86.09,74.66,99.50,96.89,100.00,98.76,84.35,100.00,98.63,70.31,100.00,100.00,100.00,82.61,100.00,90.06,100.00,98.01,83.94,86.84,88.90,86.25,99.29,97.63,100.00,98.32,95.17,100.00,97.73,72.60,100.00,100.00,100.00,87.09,100.00,88.76,100.00,97.55,0.021780344,0.021108655,0.024167253,0.023887737,0.018643033,0.021143507,0.017594958,0.022351384,0.020848349,0.019004822,0.019485695,0.028384833,0.018112641,0.017801695,0.018666500,0.023837307,0.019461950,0.019778201,0.018353529,0.018409263
80.12,87.58,86.09,76.15,100.00,96.89,100.00,100.00,92.67,100.00,98.51,71.55,100.00,100.00,100.00,84.72,100.00,90.06,100.00,98.01,83.94,87.59,88.90,86.56,100.00,97.63,100.00,100.00,95.23,100.00,97.76,74.40,100.00,100.00,100.00,90.09,100.00,88.76,100.00,97.55,0.021101672,0.020965964,0.023434592,0.023469444,0.018866464,0.019165812,0.017982172,0.020374808,0.020005824,0.018224388,0.018982893,0.027193928,0.017864136,0.017710339,0.017727451,0.023387585,0.018475616,0.019757040,0.017604455,0.018250233
80.12,85.59,87.20,76.15,100.00,96.89,100.00,100.00,92.80,100.00,98.51,72.42,100.00,100.00,100.00,82.36,100.00,90.19,100.00,97.76,83.94,86.06,88.87,86.56,100.00,97.63,100.00,100.00,95.37,100.00,97.76,73.82,100.00,100.00,100.00,89.99,100.00,88.70,100.00,97.99,0.020662704,0.020407634,0.022159103,0.022565246,0.017703984,0.019076483,0.017886484,0.018774478,0.019460972,0.018430147,0.018741231,0.025035201,0.017458903,0.018004593,0.017652160,0.022724628,0.018065983,0.019468306,0.019041352,0.018246740
80.62,85.59,88.57,76.15,100.00,96.89,100.00,100.00,92.80,100.00,98.51,74.41,100.00,100.00,100.00,82.36,100.00,90.43,100.00,97.76,84.70,86.06,90.48,87.29,100.00,97.63,100.00,100.00,95.37,100.00,97.76,77.09,100.00,100.00,100.00,89.99,100.00,88.94,100.00,97.99,0.020582104,0.020160178,0.021682004,0.021904455,0.017953604,0.018287040,0.018082885,0.018707080,0.018330133,0.018374832,0.018154057,0.024588337,0.017495500,0.017921409,0.017680028,0.021971434,0.018262453,0.019224970,0.019828210,0.017680168
