direct_1.png,direct_2.png,direct_3.png,direct_4.png,direct_5.png,direct_6.png,direct_7.png,direct_8.png,direct_9.png,direct_10.png,direct_11.png,direct_12.png,direct_13.png,direct_14.png,direct_15.png,direct_16.png,direct_17.png,direct_18.png,direct_19.png,direct_20.png,neighbour_1.png,neighbour_2.png,neighbour_3.png,neighbour_4.png,neighbour_5.png,neighbour_6.png,neighbour_7.png,neighbour_8.png,neighbour_9.png,neighbour_10.png,neighbour_11.png,neighbour_12.png,neighbour_13.png,neighbour_14.png,neighbour_15.png,neighbour_16.png,neighbour_17.png,neighbour_18.png,neighbour_19.png,neighbour_20.png,time_1.png,time_2.png,time_3.png,time_4.png,time_5.png,time_6.png,time_7.png,time_8.png,time_9.png,time_10.png,time_11.png,time_12.png,time_13.png,time_14.png,time_15.png,time_16.png,time_17.png,time_18.png,time_19.png,time_20.png
0.93,0.23,0.00,0.23,0.23,1.16,0.46,0.00,0.46,0.00,0.00,0.23,0.23,0.46,0.00,0.46,0.23,0.46,0.00,0.23,0.35,0.39,0.23,0.25,0.12,0.00,0.35,0.35,0.12,0.37,0.35,0.42,0.35,0.00,0.27,0.23,0.46,0.23,0.12,0.27,0.100593686,0.042047389,0.039728023,0.039132040,0.039606072,0.041017611,0.039266281,0.040835738,0.039286118,0.040018290,0.039847799,0.042179395,0.042935938,0.047748871,0.040283207,0.040990025,0.038979851,0.041222598,0.040143237,0.040507544
0.00,0.00,0.00,0.69,0.00,0.00,0.46,0.69,0.46,0.23,0.23,0.23,0.00,0.00,0.23,0.69,0.00,0.00,0.93,0.00,25.15,41.63,36.01,24.04,28.01,31.75,36.98,48.09,33.56,35.84,34.26,51.33,34.43,45.25,27.87,32.12,37.92,34.88,47.15,39.53,0.007050793,0.004777869,0.003617277,0.003438336,0.004805807,0.004380109,0.004946612,0.004199214,0.003551903,0.003581167,0.003814864,0.004574065,0.003819893,0.004796168,0.004684628,0.004609756,0.003516632,0.004921050,0.004683650,0.003442388
7.87,69.44,41.44,0.46,0.00,39.81,0.46,1.16,31.48,0.00,0.23,26.39,27.78,95.14,0.23,0.46,68.06,0.23,91.67,88.89,44.31,66.84,74.61,50.58,62.09,52.03,68.52,74.32,66.28,61.23,65.57,71.41,53.82,94.00,58.24,63.54,69.91,61.55,89.51,86.57,0.004085998,0.002373429,0.002084206,0.002073869,0.002930433,0.002367353,0.002551880,0.001617441,0.002031404,0.001832699,0.001926360,0.002309173,0.002336343,0.002156425,0.002282912,0.002950478,0.001717457,0.002361207,0.002061089,0.001462667
62.73,75.23,99.54,61.34,97.45,47.69,93.98,100.00,96.76,0.00,94.21,90.97,0.00,100.00,0.46,95.83,100.00,0.00,100.00,96.30,62.89,75.37,99.19,59.43,96.74,75.23,90.91,100.00,95.68,86.81,93.48,91.90,71.41,100.00,74.75,95.45,100.00,81.93,100.00,97.13,0.002845992,0.001877400,0.001655855,0.001773541,0.001531463,0.002088886,0.002023373,0.001240285,0.001399529,0.001607243,0.001478661,0.001739038,0.002217468,0.001516936,0.001776615,0.002039227,0.001231275,0.001415104,0.001338555,0.001166181
79.63,84.26,100.00,61.34,100.00,36.57,97.69,100.00,99.54,96.30,100.00,96.06,81.94,100.00,2.31,98.15,100.00,82.87,100.00,100.00,75.77,82.27,100.00,59.43,100.00,78.53,96.24,100.00,99.19,94.89,100.00,95.78,81.25,100.00,84.28,98.50,100.00,88.39,100.00,100.00,0.002602726,0.001716479,0.001186296,0.001379344,0.001401624,0.001722905,0.001396316,0.001408957,0.001401135,0.001294065,0.001170791,0.001650897,0.001754404,0.001212138,0.001670801,0.001184690,0.000948338,0.001609898,0.001048285,0.000874164
79.63,84.26,100.00,61.34,100.00,48.15,98.15,100.00,99.54,100.00,100.00,97.92,81.94,100.00,0.00,98.15,100.00,86.11,100.00,100.00,75.77,82.27,100.00,59.43,100.00,84.03,97.84,100.00,99.19,100.00,100.00,97.80,81.25,100.00,83.74,98.50,100.00,91.88,100.00,100.00,0.001825366,0.001712848,0.000928223,0.001239098,0.001006518,0.001362721,0.001103391,0.001196284,0.001126020,0.000980816,0.001024118,0.001379204,0.001139920,0.001243987,0.001559262,0.000931087,0.000909714,0.001052614,0.001118058,0.000852722
76.39,84.49,100.00,61.34,100.00,88.89,98.15,100.00,99.54,100.00,100.00,98.38,81.94,100.00,0.00,100.00,100.00,88.66,100.00,100.00,81.71,82.25,100.00,59.43,100.00,87.67,97.84,100.00,99.19,100.00,100.00,98.28,81.25,100.00,83.74,100.00,100.00,91.28,100.00,100.00,0.002057247,0.001577351,0.000872348,0.001243777,0.001003026,0.001343235,0.000919772,0.000852792,0.000899518,0.000846366,0.000864246,0.001177705,0.001120852,0.001116940,0.001055129,0.000888412,0.000912299,0.000933880,0.000787837,0.000904267
87.50,84.49,100.00,64.81,100.00,87.50,99.54,100.00,99.54,100.00,100.00,99.07,88.43,100.00,90.74,100.00,100.00,86.34,100.00,100.00,83.72,82.25,100.00,62.73,100.00,88.68,99.07,100.00,99.19,100.00,100.00,99.00,86.50,100.00,90.07,100.00,100.00,92.73,100.00,100.00,0.001639441,0.001228830,0.000881288,0.001207598,0.001132516,0.001465322,0.001140339,0.001025515,0.000930249,0.000852722,0.000802225,0.000859916,0.001202988,0.001235465,0.001065047,0.000980187,0.000839940,0.001091099,0.000821852,0.000878634
87.73,84.95,100.00,64.81,100.00,95.60,99.54,100.00,99.54,100.00,100.00,99.07,88.43,100.00,90.51,100.00,100.00,86.57,100.00,100.00,83.83,83.24,100.00,62.73,100.00,94.52,99.07,100.00,99.19,100.00,100.00,99.00,86.50,100.00,90.30,100.00,100.00,91.22,100.00,100.00,0.001719971,0.001418107,0.000875491,0.001204385,0.000867668,0.001280236,0.000973482,0.000914045,0.000864246,0.000917397,0.000841967,0.001145646,0.001254114,0.001182944,0.000944078,0.001177216,0.000914115,0.001113658,0.000866970,0.000954624
87.96,84.95,100.00,65.51,100.00,96.30,99.54,100.00,99.54,100.00,100.00,99.07,88.43,100.00,90.28,100.00,100.00,86.81,100.00,100.00,84.95,83.24,100.00,63.62,100.00,95.45,99.07,100.00,99.19,100.00,100.00,99.00,86.50,100.00,89.81,100.00,100.00,92.88,100.00,100.00,0.001646775,0.001349869,0.000887783,0.001209693,0.000811304,0.001110585,0.000860195,0.000868856,0.001022721,0.000837915,0.000865154,0.000868507,0.001365933,0.000855656,0.001118966,0.000884431,0.000842386,0.001157450,0.000846855,0.001053592
88.89,84.95,100.00,65.51,100.00,97.69,99.54,100.00,99.54,100.00,100.00,100.00,88.43,100.00,90.28,100.00,100.00,86.81,100.00,100.00,85.67,83.24,100.00,63.62,100.00,96.76,99.07,100.00,99.19,100.00,100.00,100.00,86.50,100.00,89.81,100.00,100.00,92.88,100.00,100.00,0.001458617,0.001327380,0.000885758,0.001279956,0.000803273,0.001324307,0.000923613,0.000954344,0.000872278,0.000858450,0.000911321,0.000921518,0.001459245,0.000884431,0.001049751,0.000926547,0.000818289,0.001175121,0.000830302,0.000872488
88.89,84.95,100.00,65.51,100.00,97.69,99.54,100.00,99.54,100.00,100.00,100.00,88.43,100.00,90.51,100.00,100.00,86.81,100.00,100.00,85.67,83.24,100.00,63.62,100.00,96.76,99.07,100.00,99.19,100.00,100.00,100.00,86.50,100.00,90.20,100.00,100.00,92.88,100.00,100.00,0.001306008,0.001485716,0.000854258,0.001190068,0.000803133,0.001101645,0.001035503,0.000886177,0.001100947,0.000836309,0.000836029,0.000901612,0.000967545,0.000869624,0.000916489,0.000805996,0.000799222,0.001158009,0.001007776,0.000870742
