direct_1.jpg,direct_2.jpg,direct_3.jpg,direct_4.jpg,direct_5.jpg,direct_6.jpg,direct_7.jpg,direct_8.jpg,direct_9.jpg,direct_10.jpg,direct_11.jpg,direct_12.jpg,direct_13.jpg,direct_14.jpg,direct_15.jpg,direct_16.jpg,direct_17.jpg,direct_18.jpg,direct_19.jpg,direct_20.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,neighbour_4.jpg,neighbour_5.jpg,neighbour_6.jpg,neighbour_7.jpg,neighbour_8.jpg,neighbour_9.jpg,neighbour_10.jpg,neighbour_11.jpg,neighbour_12.jpg,neighbour_13.jpg,neighbour_14.jpg,neighbour_15.jpg,neighbour_16.jpg,neighbour_17.jpg,neighbour_18.jpg,neighbour_19.jpg,neighbour_20.jpg,time_1.jpg,time_2.jpg,time_3.jpg,time_4.jpg,time_5.jpg,time_6.jpg,time_7.jpg,time_8.jpg,time_9.jpg,time_10.jpg,time_11.jpg,time_12.jpg,time_13.jpg,time_14.jpg,time_15.jpg,time_16.jpg,time_17.jpg,time_18.jpg,time_19.jpg,time_20.jpg
0.00,0.00,0.56,0.19,0.37,0.56,0.37,0.19,0.19,0.37,0.19,0.19,0.37,0.00,0.00,0.00,0.37,0.00,0.19,0.00,0.09,0.00,0.00,0.09,0.19,0.00,0.37,0.28,0.00,0.51,0.09,0.22,0.09,0.51,0.19,0.09,0.22,0.28,0.40,0.19,0.358972967,0.326779515,0.279354513,0.327347279,0.272694826,0.323861927,0.300114572,0.328683555,0.266818404,0.334546417,0.299195588,0.331192046,0.266133487,0.309858471,0.270672798,0.311788648,0.266553193,0.263848573,0.331752032,0.320825875
0.93,0.37,0.00,82.04,0.00,0.00,1.85,0.37,0.19,0.00,7.22,1.67,0.37,0.37,0.00,1.11,7.04,1.85,0.19,0.93,36.44,36.57,24.12,78.15,48.83,52.48,60.68,36.96,50.60,64.23,66.19,34.91,49.88,46.99,68.23,68.40,34.57,52.65,52.01,44.26,0.015429892,0.015772685,0.015751453,0.016760416,0.016255446,0.019636303,0.016159272,0.016946273,0.016094875,0.016643569,0.015855242,0.016534820,0.015083956,0.015790775,0.016104234,0.016322706,0.015983125,0.015596540,0.016130844,0.017136035
95.74,88.52,1.67,98.70,90.93,61.48,100.00,3.89,74.07,99.63,100.00,93.89,99.63,98.89,100.00,100.00,0.37,2.04,96.30,83.15,93.53,86.31,41.16,98.50,89.24,74.49,100.00,49.32,76.96,99.37,100.00,92.50,99.27,98.56,100.00,100.00,63.49,72.72,95.48,81.14,0.007555912,0.007495777,0.009690478,0.007313064,0.007523923,0.008248343,0.006633066,0.009911603,0.007934046,0.006485835,0.006123765,0.007275978,0.007185041,0.007399950,0.007005543,0.006684122,0.008951321,0.007293090,0.008362329,0.007315999
100.00,90.74,1.48,100.00,92.41,100.00,100.00,48.89,91.11,100.00,100.00,99.63,100.00,100.00,100.00,100.00,71.67,83.33,100.00,100.00,100.00,90.12,57.33,100.00,92.38,100.00,100.00,61.94,89.60,100.00,100.00,99.34,100.00,100.00,100.00,100.00,80.17,86.82,100.00,100.00,0.004499897,0.006007684,0.007336812,0.004953043,0.005294649,0.005607130,0.004608014,0.007226668,0.005545389,0.004400159,0.004028800,0.005333133,0.004689173,0.005319304,0.004610110,0.004335763,0.006611344,0.005432521,0.005557750,0.005518428
100.00,92.96,43.89,100.00,97.59,100.00,100.00,48.89,98.15,100.00,100.00,99.63,100.00,100.00,100.00,100.00,77.59,80.74,100.00,100.00,100.00,92.19,64.41,100.00,96.77,100.00,100.00,61.94,96.71,100.00,100.00,99.34,100.00,100.00,100.00,100.00,84.94,87.33,100.00,100.00,0.004112054,0.004223665,0.006193678,0.003682445,0.004311667,0.004579309,0.003701233,0.006032479,0.004246223,0.003387564,0.003561685,0.003868020,0.003941844,0.003914885,0.003766607,0.003886877,0.005124719,0.004235189,0.004383048,0.003880592
100.00,92.04,58.52,100.00,98.89,100.00,100.00,56.48,99.26,100.00,100.00,99.63,100.00,100.00,100.00,100.00,82.04,90.56,100.00,100.00,100.00,92.28,74.78,100.00,98.50,100.00,100.00,67.22,98.60,100.00,100.00,99.34,100.00,100.00,100.00,100.00,90.17,90.20,100.00,100.00,0.003640119,0.003820317,0.005824065,0.003674622,0.003437782,0.003913138,0.003259750,0.005151399,0.004103253,0.004175961,0.003239775,0.003781273,0.003686774,0.003520686,0.003992062,0.003871372,0.004732197,0.003642703,0.003503644,0.003393781
100.00,92.59,51.85,100.00,98.89,100.00,100.00,55.93,99.26,100.00,100.00,99.63,100.00,100.00,100.00,100.00,89.44,90.56,100.00,100.00,100.00,92.55,74.29,100.00,98.50,100.00,100.00,72.07,98.60,100.00,100.00,99.34,100.00,100.00,100.00,100.00,90.03,90.20,100.00,100.00,0.003802156,0.003601636,0.005669920,0.003539334,0.004253767,0.003384770,0.003683073,0.004946966,0.004014482,0.003902173,0.003529416,0.003272182,0.003334133,0.003444975,0.003568390,0.003879264,0.004340024,0.003485136,0.004494448,0.003650456
100.00,92.59,51.85,100.00,98.70,100.00,100.00,55.93,99.26,100.00,100.00,99.63,100.00,100.00,100.00,100.00,93.15,90.56,100.00,100.00,100.00,92.55,74.29,100.00,98.09,100.00,100.00,72.07,98.60,100.00,100.00,99.34,100.00,100.00,100.00,100.00,93.24,90.20,100.00,100.00,0.003655903,0.003298443,0.004957932,0.003221057,0.003909926,0.003738878,0.003277351,0.005038323,0.004082649,0.003334203,0.003819199,0.003709404,0.003536052,0.003891976,0.003638373,0.003712966,0.004473286,0.003615743,0.003638792,0.003156102
100.00,94.07,55.74,100.00,98.70,100.00,100.00,55.93,99.26,100.00,100.00,99.63,100.00,100.00,100.00,100.00,93.15,90.56,100.00,100.00,100.00,93.61,75.00,100.00,98.09,100.00,100.00,72.07,98.60,100.00,100.00,99.34,100.00,100.00,100.00,100.00,93.24,90.20,100.00,100.00,0.003258493,0.003745094,0.004915886,0.003308990,0.003568599,0.003501130,0.003822970,0.005198614,0.003731405,0.004032153,0.003842247,0.003562663,0.003309688,0.003798176,0.003949597,0.004045492,0.004314811,0.003646825,0.003462018,0.003488697
100.00,94.07,55.74,100.00,98.70,100.00,100.00,53.33,99.26,100.00,100.00,99.63,100.00,100.00,100.00,100.00,93.15,90.56,100.00,100.00,100.00,93.61,75.00,100.00,98.09,100.00,100.00,71.14,98.60,100.00,100.00,99.34,100.00,100.00,100.00,100.00,93.24,90.20,100.00,100.00,0.003904199,0.003278607,0.004913023,0.003768282,0.004219893,0.003289363,0.003534934,0.005257981,0.004374317,0.004054782,0.003636277,0.003278049,0.003531093,0.003793845,0.003864807,0.004052408,0.004429982,0.003623706,0.004155078,0.003302634
