direct_1.jpg,direct_2.jpg,direct_3.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,time_1.jpg,time_2.jpg,time_3.jpg
0.04,0.00,0.00,0.02,0.04,0.02,6.164926052,6.050071239,6.087454319
0.42,0.04,0.04,54.31,40.42,30.08,1.945204377,1.983301640,2.121408701
93.26,60.04,0.04,90.71,66.20,59.60,0.300535142,0.641103506,0.749966025
99.07,65.47,91.06,98.53,74.19,89.81,0.077333927,0.237286553,0.207308412
100.00,76.91,99.45,100.00,80.43,99.07,0.056035642,0.162462175,0.082227305
100.00,76.91,99.87,100.00,80.43,99.75,0.051746137,0.133406311,0.056568898
100.00,76.91,100.00,100.00,80.43,100.00,0.050745625,0.122904710,0.053691417
100.00,76.91,100.00,100.00,80.43,100.00,0.050540075,0.117068730,0.052625116
100.00,77.97,100.00,100.00,82.77,100.00,0.050324053,0.111506186,0.051007051
100.00,79.96,100.00,100.00,83.97,100.00,0.049701046,0.110077463,0.052924816
100.00,79.96,100.00,100.00,83.97,100.00,0.050010383,0.108994044,0.052664716
100.00,79.96,100.00,100.00,83.97,100.00,0.050411355,0.108103544,0.052703343
100.00,79.96,100.00,100.00,83.97,100.00,0.051405367,0.111051291,0.052639157
100.00,79.96,100.00,100.00,83.97,100.00,0.051263027,0.107161567,0.052955270
100.00,79.96,100.00,100.00,83.97,100.00,0.050472047,0.106078371,0.051239561
100.00,79.96,100.00,100.00,83.97,100.00,0.050348081,0.106580608,0.051026467
100.00,79.96,100.00,100.00,83.97,100.00,0.050476938,0.103761725,0.052159190
100.00,76.69,100.00,100.00,84.52,100.00,0.049674574,0.103257529,0.054218248
100.00,76.69,100.00,100.00,84.52,100.00,0.049968336,0.101832025,0.051592831
100.00,76.69,100.00,100.00,84.52,100.00,0.052143753,0.102954753,0.050394870
100.00,76.69,100.00,100.00,84.52,100.00,0.050485741,0.100928105,0.050333131
100.00,76.69,100.00,100.00,84.52,100.00,0.050771046,0.099108264,0.051556025
100.00,76.69,100.00,100.00,84.52,100.00,0.052571263,0.098148897,0.050915487
100.00,76.69,100.00,100.00,84.52,100.00,0.049906809,0.097742192,0.051679857
