direct_1.jpg,direct_2.jpg,direct_3.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,time_1.jpg,time_2.jpg,time_3.jpg
0.09,0.03,0.00,0.05,0.00,0.05,1.262036324,1.181627512,1.213488698
0.00,0.00,0.00,35.64,21.13,27.93,0.120522045,0.124002010,0.125593945
0.03,0.03,0.00,62.62,36.24,52.09,0.063581459,0.099825911,0.051762380
92.36,0.03,70.73,92.62,36.24,79.15,0.034525320,0.061947472,0.047878791
98.97,0.00,79.85,98.49,49.47,87.03,0.010300261,0.041076865,0.012507181
99.33,45.70,79.42,99.22,61.28,86.20,0.006528984,0.038240161,0.008394997
99.33,0.03,82.91,99.22,67.90,88.99,0.006074790,0.024536630,0.005956545
99.85,53.55,83.70,99.74,67.89,90.77,0.004515531,0.020637607,0.007303061
99.85,53.55,84.73,99.74,67.89,90.92,0.006487357,0.013044767,0.006187378
99.82,53.55,86.73,99.71,67.89,92.74,0.004835276,0.012083439,0.007820113
99.82,53.55,86.73,99.71,67.89,92.74,0.004929635,0.012981279,0.005902766
99.82,53.55,87.24,99.71,67.89,93.16,0.006469477,0.013039179,0.005120377
99.82,0.73,86.03,99.71,70.40,93.38,0.006315751,0.012204339,0.005156416
99.82,56.48,86.61,99.71,71.17,93.76,0.005756373,0.013442177,0.005033003
99.82,0.97,86.61,99.71,73.02,93.76,0.004617224,0.013866477,0.006326577
100.00,0.97,86.61,100.00,73.02,93.76,0.006570401,0.010895119,0.006815412
100.00,1.15,86.61,100.00,73.29,93.76,0.006268677,0.009667547,0.005690161
100.00,1.15,86.61,100.00,73.29,93.76,0.005846542,0.011022095,0.005106688
100.00,1.15,86.61,100.00,73.29,93.76,0.005672701,0.010074736,0.007342173
100.00,1.15,86.61,100.00,73.29,93.76,0.005058077,0.010768283,0.006936032
100.00,1.15,86.61,100.00,73.29,93.76,0.004702502,0.010294604,0.006179346
100.00,1.15,86.61,100.00,73.29,93.76,0.005161445,0.010034925,0.006406199
100.00,1.15,86.61,100.00,73.29,93.76,0.006167823,0.009590999,0.004664997
100.00,1.15,86.61,100.00,73.29,93.76,0.005878669,0.009735645,0.005331305
100.00,1.15,86.61,100.00,73.29,93.76,0.005840744,0.011738481,0.005641411
100.00,1.15,86.61,100.00,73.29,93.76,0.004694541,0.009176547,0.005494251
100.00,0.15,86.61,100.00,74.29,93.76,0.005575827,0.008121629,0.004692515
