direct_1.png,direct_2.png,direct_3.png,direct_4.png,direct_5.png,direct_6.png,direct_7.png,direct_8.png,direct_9.png,direct_10.png,direct_11.png,direct_12.png,direct_13.png,direct_14.png,direct_15.png,direct_16.png,direct_17.png,direct_18.png,direct_19.png,direct_20.png,neighbour_1.png,neighbour_2.png,neighbour_3.png,neighbour_4.png,neighbour_5.png,neighbour_6.png,neighbour_7.png,neighbour_8.png,neighbour_9.png,neighbour_10.png,neighbour_11.png,neighbour_12.png,neighbour_13.png,neighbour_14.png,neighbour_15.png,neighbour_16.png,neighbour_17.png,neighbour_18.png,neighbour_19.png,neighbour_20.png,time_1.png,time_2.png,time_3.png,time_4.png,time_5.png,time_6.png,time_7.png,time_8.png,time_9.png,time_10.png,time_11.png,time_12.png,time_13.png,time_14.png,time_15.png,time_16.png,time_17.png,time_18.png,time_19.png,time_20.png
0.00,0.00,0.23,0.00,0.69,0.23,0.00,0.23,0.00,0.00,0.23,0.69,0.00,0.46,0.23,0.23,0.23,0.00,0.00,0.00,0.23,0.23,0.12,0.27,0.37,0.00,0.23,0.71,0.27,0.12,0.46,0.39,0.23,0.29,0.35,0.39,0.23,0.12,0.12,0.23,0.200181365,0.222634867,0.199171022,0.243034750,0.193934679,0.223095015,0.178817824,0.231662199,0.208960965,0.175171033,0.215443209,0.204503521,0.228332922,0.216790706,0.225171477,0.178884745,0.225782320,0.176060438,0.223925114,0.180298164
0.46,0.69,0.23,1.16,3.01,0.23,12.96,0.93,0.00,0.00,0.46,0.69,0.93,90.51,1.16,0.69,0.69,59.95,0.23,0.23,39.93,31.35,44.56,24.00,52.55,39.54,56.13,84.26,34.92,59.16,36.32,49.79,38.31,90.39,31.48,54.07,58.01,68.04,61.59,67.69,0.036840696,0.030957384,0.043062750,0.038762502,0.033805031,0.031803258,0.035689265,0.030916387,0.032663796,0.035156779,0.039118920,0.030387256,0.032748308,0.040094767,0.032114901,0.034821816,0.031542744,0.031654637,0.030824687,0.032900147
66.20,72.69,97.22,59.72,98.61,0.69,75.23,100.00,50.69,94.68,98.15,85.65,63.66,100.00,0.46,96.06,100.00,99.31,100.00,100.00,63.95,67.98,96.22,56.62,97.80,70.78,79.65,100.00,81.46,95.66,97.03,85.28,71.08,100.00,57.31,93.52,100.00,99.09,100.00,100.00,0.020942353,0.018664837,0.026458433,0.019299779,0.017577168,0.019218553,0.020274375,0.016666692,0.017988823,0.018314363,0.019485425,0.017688360,0.019002389,0.015875230,0.019675888,0.018859003,0.017210633,0.017170195,0.016650628,0.015850296
86.34,84.03,100.00,62.73,100.00,96.99,96.06,100.00,100.00,100.00,100.00,91.90,89.35,100.00,77.78,100.00,100.00,100.00,100.00,100.00,85.13,81.56,100.00,61.79,100.00,97.26,93.85,100.00,100.00,100.00,100.00,92.25,87.19,100.00,82.93,100.00,100.00,100.00,100.00,100.00,0.016281644,0.014655833,0.014858798,0.015871456,0.013663502,0.015248873,0.016221650,0.013577665,0.015350286,0.014882686,0.015386954,0.014016980,0.015477192,0.012770697,0.015283867,0.014996322,0.014200947,0.013799628,0.013709391,0.012716639
86.34,84.03,100.00,63.89,100.00,100.00,99.31,100.00,100.00,100.00,100.00,91.20,90.28,100.00,95.14,100.00,100.00,100.00,100.00,100.00,85.13,81.56,100.00,63.37,100.00,100.00,98.88,100.00,100.00,100.00,100.00,93.92,88.68,100.00,93.15,100.00,100.00,100.00,100.00,100.00,0.014729937,0.013077377,0.013058380,0.014764511,0.011981677,0.013379729,0.013730342,0.011544947,0.013558109,0.012395498,0.012874763,0.012455703,0.013456557,0.011313977,0.013341875,0.012795421,0.012452003,0.012100831,0.011242737,0.011538802
89.81,84.03,100.00,65.28,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.60,90.28,100.00,95.60,100.00,100.00,100.00,100.00,100.00,88.00,81.56,100.00,63.75,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.74,88.68,100.00,94.02,100.00,100.00,100.00,100.00,100.00,0.013216923,0.012819236,0.012209365,0.014170703,0.011472310,0.012386348,0.012827060,0.011695459,0.012580862,0.011793310,0.013849705,0.011838708,0.013055867,0.011538243,0.012418966,0.012166692,0.011944871,0.011379839,0.011139438,0.011572537
90.28,84.03,100.00,66.44,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.99,90.28,100.00,95.14,100.00,100.00,100.00,100.00,100.00,88.02,81.56,100.00,64.72,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.78,88.68,100.00,92.75,100.00,100.00,100.00,100.00,100.00,0.012648818,0.012325724,0.012632755,0.013993301,0.011490469,0.011700488,0.012109700,0.011960235,0.012294086,0.011431941,0.013328185,0.011701327,0.012049356,0.010774996,0.011698743,0.011537405,0.011984821,0.011497456,0.011148868,0.011508840
90.28,84.03,100.00,66.20,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.99,90.28,100.00,95.14,100.00,100.00,100.00,100.00,100.00,88.02,81.56,100.00,64.72,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.78,88.68,100.00,92.75,100.00,100.00,100.00,100.00,100.00,0.013062989,0.011795614,0.012377128,0.013692766,0.011110033,0.011600682,0.011229605,0.011547322,0.012219912,0.011772357,0.012668236,0.011568276,0.011772498,0.010864745,0.011505836,0.010890307,0.011656767,0.011491658,0.011153897,0.011798201
90.97,84.03,100.00,66.20,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.99,90.28,100.00,95.14,100.00,100.00,100.00,100.00,100.00,87.96,81.56,100.00,64.72,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.78,88.68,100.00,92.75,100.00,100.00,100.00,100.00,100.00,0.012264751,0.012517304,0.011832491,0.013984641,0.011514775,0.011465465,0.011565271,0.011909180,0.012289407,0.011971759,0.012549852,0.011903523,0.011902056,0.011145655,0.011594397,0.010893870,0.011583921,0.011502693,0.011233029,0.011868812
90.97,84.03,100.00,66.44,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.99,90.28,100.00,95.14,100.00,100.00,100.00,100.00,100.00,87.96,81.56,100.00,64.72,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.78,88.68,100.00,92.75,100.00,100.00,100.00,100.00,100.00,0.013027369,0.012518771,0.011935021,0.013497973,0.011134688,0.010991299,0.011715993,0.011494450,0.012175702,0.011999417,0.012263076,0.011677091,0.011747423,0.010734836,0.012075617,0.011319285,0.011308599,0.011157249,0.012175913,0.011977139
