direct_1.jpg,direct_2.jpg,direct_3.jpg,direct_4.jpg,direct_5.jpg,direct_6.jpg,direct_7.jpg,direct_8.jpg,direct_9.jpg,direct_10.jpg,direct_11.jpg,direct_12.jpg,direct_13.jpg,direct_14.jpg,direct_15.jpg,direct_16.jpg,direct_17.jpg,direct_18.jpg,direct_19.jpg,direct_20.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,neighbour_4.jpg,neighbour_5.jpg,neighbour_6.jpg,neighbour_7.jpg,neighbour_8.jpg,neighbour_9.jpg,neighbour_10.jpg,neighbour_11.jpg,neighbour_12.jpg,neighbour_13.jpg,neighbour_14.jpg,neighbour_15.jpg,neighbour_16.jpg,neighbour_17.jpg,neighbour_18.jpg,neighbour_19.jpg,neighbour_20.jpg,time_1.jpg,time_2.jpg,time_3.jpg,time_4.jpg,time_5.jpg,time_6.jpg,time_7.jpg,time_8.jpg,time_9.jpg,time_10.jpg,time_11.jpg,time_12.jpg,time_13.jpg,time_14.jpg,time_15.jpg,time_16.jpg,time_17.jpg,time_18.jpg,time_19.jpg,time_20.jpg
0.12,0.00,0.00,0.12,0.50,0.12,0.12,0.12,0.12,0.12,0.00,0.00,0.12,0.12,0.25,0.00,0.25,0.12,0.00,0.12,0.12,0.12,0.06,0.12,0.22,0.12,0.19,0.06,0.12,0.25,0.00,0.27,0.12,0.19,0.12,0.21,0.12,0.14,0.00,0.12,0.108959936,0.097164519,0.101571448,0.098979890,0.097909123,0.090244263,0.093418375,0.094965562,0.103962339,0.106830321,0.103976645,0.104219429,0.100473851,0.113496408,0.103611231,0.099781841,0.100905344,0.097809374,0.115322404,0.103003033
0.00,0.25,0.25,0.12,0.00,0.12,2.98,0.00,0.37,0.12,0.12,0.00,0.00,0.00,0.25,0.12,0.00,0.00,0.12,1.86,26.95,31.30,33.10,30.88,42.03,35.76,53.03,28.63,31.46,41.59,41.21,24.58,39.48,42.56,36.65,28.51,32.33,32.28,39.92,47.96,0.162738800,0.161102429,0.159014672,0.166015163,0.164357156,0.162469074,0.160284564,0.174427077,0.157990828,0.171615735,0.163817182,0.168267220,0.168509007,0.165200159,0.164272919,0.160276175,0.174059406,0.157929644,0.167191550,0.155716017
2.48,0.00,19.13,0.25,0.25,0.25,78.39,0.12,40.37,0.00,63.73,0.00,0.12,84.47,60.25,5.47,17.64,0.50,0.25,78.63,55.89,59.51,58.94,43.23,61.44,54.95,81.11,53.95,58.72,65.98,70.77,36.80,68.64,81.44,72.85,54.36,55.58,50.38,74.40,82.68,0.071819566,0.065393113,0.069458365,0.076874651,0.063661195,0.066179201,0.055066999,0.074521266,0.063052997,0.060309399,0.056382716,0.095231034,0.057561047,0.048797414,0.059862815,0.070453420,0.071215972,0.066336349,0.060928561,0.050202176
68.45,78.14,70.19,61.99,90.81,92.80,100.00,73.29,74.66,95.03,92.55,0.50,99.01,99.75,98.26,63.11,0.12,84.72,97.39,96.77,73.76,77.83,76.61,71.34,91.73,91.29,100.00,79.94,81.23,93.91,91.40,54.00,98.53,99.57,97.31,72.97,77.43,83.36,97.01,95.92,0.037976321,0.037744440,0.040421549,0.042862516,0.033319350,0.035939537,0.027400935,0.039524823,0.034525272,0.032399721,0.029363403,0.055587474,0.028921574,0.026793646,0.030514639,0.038604703,0.037157331,0.035226993,0.032119785,0.027006460
79.88,85.47,81.24,77.27,97.27,98.14,100.00,94.04,78.39,100.00,95.03,59.50,100.00,100.00,99.50,74.53,97.02,88.07,99.75,97.52,80.77,83.78,83.94,80.88,96.47,97.40,100.00,92.24,87.99,100.00,94.16,67.59,100.00,100.00,99.18,81.31,95.10,86.90,99.54,97.02,0.027148733,0.027012397,0.031113269,0.031955305,0.023725413,0.027935032,0.021191832,0.028453832,0.025672305,0.023239721,0.021973733,0.041214973,0.021012614,0.020283934,0.022581931,0.028189123,0.026217436,0.026055956,0.023125524,0.021084972
79.13,86.34,81.24,77.52,99.25,98.14,100.00,95.78,86.09,100.00,97.02,64.97,100.00,100.00,100.00,80.62,98.63,90.56,100.00,97.64,84.03,85.43,83.94,82.09,98.67,97.40,100.00,95.00,95.16,100.00,95.97,68.78,100.00,100.00,100.00,84.74,98.13,89.23,100.00,97.42,0.023479143,0.023073632,0.026554711,0.027531477,0.020879004,0.022902096,0.018698972,0.023579508,0.022694867,0.019419897,0.019755147,0.031953420,0.018095663,0.017970365,0.019469908,0.024618432,0.021119824,0.022125505,0.019611200,0.019583752
79.13,86.58,85.34,84.72,99.25,98.39,100.00,97.39,86.09,100.00,97.52,70.31,100.00,100.00,100.00,80.62,99.50,90.19,100.00,97.76,85.23,85.59,86.22,86.52,98.67,97.89,100.00,97.12,95.16,100.00,96.66,74.29,100.00,100.00,100.00,84.74,99.21,88.92,100.00,97.76,0.021842217,0.021598812,0.024877137,0.024746178,0.019233625,0.021478193,0.018307498,0.021594342,0.021197213,0.018522408,0.019169090,0.028645482,0.017506810,0.017330384,0.017947871,0.023754677,0.018907525,0.020495910,0.018397108,0.018654201
79.13,86.58,86.58,77.52,99.75,98.39,100.00,100.00,96.27,100.00,98.76,75.16,100.00,100.00,100.00,83.85,100.00,90.19,100.00,97.76,85.23,85.59,89.78,86.80,99.61,97.89,100.00,100.00,96.79,100.00,98.11,74.98,100.00,100.00,100.00,87.22,100.00,88.92,100.00,97.76,0.020902053,0.020737359,0.024584839,0.024146359,0.019131793,0.019044768,0.017753776,0.020097662,0.020897232,0.017648593,0.018738223,0.027302947,0.017540405,0.017235609,0.018090144,0.022163847,0.018023863,0.020465318,0.018386282,0.018167391
80.50,86.58,87.33,77.27,99.75,98.88,100.00,100.00,96.52,100.00,98.76,75.16,100.00,100.00,100.00,88.20,100.00,90.43,100.00,97.76,86.01,85.59,89.31,86.06,99.50,98.57,100.00,100.00,97.49,100.00,98.11,74.98,100.00,100.00,100.00,89.36,100.00,88.99,100.00,97.76,0.020244474,0.021120245,0.023426551,0.022522423,0.018227456,0.018941468,0.018087139,0.018593088,0.020366000,0.017838009,0.018609921,0.025759472,0.017447092,0.017233580,0.017441155,0.021842984,0.017528111,0.020491580,0.017764324,0.017992014
80.50,86.58,89.69,84.97,100.00,98.88,100.00,100.00,96.52,100.00,99.01,75.16,100.00,100.00,100.00,88.70,100.00,90.43,100.00,97.76,86.01,85.59,91.79,87.57,100.00,98.57,100.00,100.00,97.49,100.00,98.42,74.98,100.00,100.00,100.00,89.79,100.00,88.99,100.00,97.76,0.020210879,0.020851973,0.022745088,0.022290196,0.018267687,0.018239820,0.017810280,0.017711733,0.019523408,0.017680231,0.018245548,0.025511106,0.017507508,0.017033897,0.017895212,0.021530924,0.017742952,0.020020274,0.018405767,0.017657392
