direct_1.jpg,direct_2.jpg,direct_3.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,time_1.jpg,time_2.jpg,time_3.jpg
0.00,0.08,0.08,0.06,0.00,0.04,55.304325104,55.015274048,55.848327637
0.08,0.25,0.00,56.19,46.72,29.35,3.606734037,3.748577833,4.230298996
90.72,62.71,0.00,89.92,67.37,57.10,0.574769258,1.183197498,1.441021442
99.41,71.91,95.68,99.09,76.87,93.47,0.127466276,0.426070482,0.392481893
99.75,77.42,99.15,99.56,81.66,98.61,0.085718401,0.293891340,0.134281129
99.83,77.03,100.00,99.68,81.73,100.00,0.079021499,0.238107741,0.096931696
99.83,76.69,100.00,99.72,81.80,100.00,0.075754337,0.218042314,0.087917373
99.83,79.19,100.00,99.72,82.96,100.00,0.075714670,0.203987166,0.084620267
99.79,78.94,100.00,99.70,83.54,100.00,0.075489491,0.197845578,0.084452435
99.79,78.94,100.00,99.70,83.54,100.00,0.076397672,0.188440502,0.085646689
99.92,78.69,100.00,99.83,83.19,100.00,0.077053227,0.184150070,0.080711320
99.92,78.69,100.00,99.83,83.19,100.00,0.076775178,0.186023474,0.081820644
99.92,77.88,100.00,99.83,83.15,100.00,0.078098089,0.178931266,0.083117016
99.92,77.88,100.00,99.83,83.15,100.00,0.077295378,0.175608650,0.083432227
99.92,79.75,100.00,99.83,84.16,100.00,0.074969091,0.175648674,0.077676259
99.92,79.75,100.00,99.83,84.16,100.00,0.074950650,0.177512243,0.077003382
99.92,79.75,100.00,99.83,84.16,100.00,0.075689457,0.175143689,0.080156408
99.92,79.75,100.00,99.83,84.16,100.00,0.076121159,0.175060034,0.081994064
99.92,81.10,100.00,99.83,85.32,100.00,0.076443978,0.172179461,0.079471171
99.92,81.10,100.00,99.83,85.32,100.00,0.076541483,0.169993833,0.076270647
99.92,81.10,100.00,99.83,85.32,100.00,0.076155171,0.166216686,0.075574301
99.92,81.91,100.00,99.83,87.14,100.00,0.074777573,0.163778931,0.078575775
99.92,80.55,100.00,99.83,85.17,100.00,0.075795129,0.168182164,0.075737394
99.92,80.55,100.00,99.83,85.17,100.00,0.075000167,0.167085826,0.076899521
99.92,80.55,100.00,99.83,85.17,100.00,0.075525880,0.170146793,0.080861203
99.92,80.55,100.00,99.83,85.17,100.00,0.076049432,0.166866511,0.080023564
99.92,80.55,100.00,99.83,85.17,100.00,0.076654345,0.161633536,0.081000119
99.92,80.55,100.00,99.83,85.17,100.00,0.076683261,0.163826630,0.082432479
99.92,80.55,100.00,99.83,85.17,100.00,0.076720133,0.160508916,0.081395932
99.92,80.55,100.00,99.83,85.17,100.00,0.077992342,0.157268226,0.081231512
99.92,80.34,100.00,99.83,85.21,100.00,0.077238031,0.158579901,0.080441371
99.92,80.34,100.00,99.83,85.21,100.00,0.076799273,0.158119351,0.083129451
99.92,80.34,100.00,99.83,85.21,100.00,0.075863995,0.157841787,0.081824206
99.92,80.34,100.00,99.83,85.21,100.00,0.075016931,0.156866059,0.082866624
99.92,80.34,100.00,99.83,85.21,100.00,0.074914046,0.154305518,0.082723171
