direct_1.jpg,direct_2.jpg,direct_3.jpg,direct_4.jpg,direct_5.jpg,direct_6.jpg,direct_7.jpg,direct_8.jpg,direct_9.jpg,direct_10.jpg,direct_11.jpg,direct_12.jpg,direct_13.jpg,direct_14.jpg,direct_15.jpg,direct_16.jpg,direct_17.jpg,direct_18.jpg,direct_19.jpg,direct_20.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,neighbour_4.jpg,neighbour_5.jpg,neighbour_6.jpg,neighbour_7.jpg,neighbour_8.jpg,neighbour_9.jpg,neighbour_10.jpg,neighbour_11.jpg,neighbour_12.jpg,neighbour_13.jpg,neighbour_14.jpg,neighbour_15.jpg,neighbour_16.jpg,neighbour_17.jpg,neighbour_18.jpg,neighbour_19.jpg,neighbour_20.jpg,time_1.jpg,time_2.jpg,time_3.jpg,time_4.jpg,time_5.jpg,time_6.jpg,time_7.jpg,time_8.jpg,time_9.jpg,time_10.jpg,time_11.jpg,time_12.jpg,time_13.jpg,time_14.jpg,time_15.jpg,time_16.jpg,time_17.jpg,time_18.jpg,time_19.jpg,time_20.jpg
0.50,0.12,0.00,0.12,0.25,0.50,0.12,0.12,0.12,0.00,0.00,0.50,0.00,0.25,0.00,0.25,0.25,0.12,0.12,0.25,0.08,0.20,0.08,0.14,0.12,0.31,0.25,0.00,0.06,0.12,0.12,0.12,0.14,0.08,0.26,0.26,0.12,0.38,0.06,0.31,0.154341727,0.095996700,0.088578455,0.089136027,0.097155981,0.084506355,0.097383104,0.105388120,0.103707880,0.103184894,0.088521734,0.092624716,0.100351676,0.088819422,0.090717770,0.097547799,0.098421611,0.088916153,0.087181993,0.106329896
0.12,0.12,0.00,0.00,0.62,0.25,0.12,0.00,0.37,0.25,0.12,0.12,0.25,0.00,0.25,0.12,0.00,0.12,0.00,0.12,31.24,26.90,32.82,29.88,38.59,32.39,43.69,33.03,35.05,35.78,37.51,25.19,42.99,44.95,38.04,25.23,29.24,29.14,41.30,40.16,0.053762075,0.054953471,0.050925720,0.048822653,0.055448037,0.052951399,0.055839233,0.058876246,0.062581256,0.057498023,0.055437975,0.052550983,0.056878649,0.051713485,0.051645320,0.053094368,0.060288072,0.050175525,0.053695511,0.048743863
38.26,0.25,0.12,15.40,1.74,8.94,72.67,2.36,29.19,0.00,64.84,0.00,0.12,73.04,64.72,5.71,0.00,0.37,66.21,78.14,51.38,57.70,56.36,52.65,69.95,57.26,84.31,52.81,51.69,68.33,72.73,42.64,75.33,75.89,77.57,49.42,50.67,49.84,70.64,79.98,0.024015870,0.020782940,0.021577412,0.026213016,0.020687463,0.022180654,0.018526845,0.024496604,0.021307956,0.020091344,0.020785801,0.028626468,0.019701475,0.016491106,0.020047761,0.023865703,0.023538068,0.022686392,0.018260319,0.015722683
69.57,80.25,33.04,50.06,94.29,87.08,99.63,54.78,71.80,95.03,92.92,0.12,99.13,98.76,95.65,39.01,86.58,83.35,97.89,97.02,73.66,79.09,71.54,72.82,93.03,87.43,99.44,75.40,81.60,93.73,90.75,54.16,98.56,98.03,93.53,66.85,84.08,79.97,97.10,95.93,0.013140069,0.012006922,0.012424309,0.014103773,0.010390457,0.011453270,0.008541342,0.012793154,0.011164535,0.010107380,0.009363194,0.018196132,0.010659984,0.008693251,0.009978658,0.012266042,0.012367525,0.011398302,0.009314721,0.008320914
74.41,84.10,59.75,64.60,97.27,98.76,100.00,89.94,82.24,100.00,96.52,58.01,100.00,100.00,99.50,68.94,97.27,88.32,99.25,97.89,79.07,83.57,76.08,78.23,96.40,98.02,100.00,89.20,92.19,100.00,95.90,64.43,100.00,100.00,99.30,79.70,96.43,87.24,98.95,97.45,0.008637237,0.009283013,0.010346246,0.010073575,0.007441581,0.008442163,0.005995115,0.009262618,0.008410524,0.007849258,0.006912094,0.014693045,0.007672833,0.005765817,0.007383260,0.009123419,0.008563482,0.008255540,0.006900639,0.005990296
79.25,84.47,44.84,71.43,99.50,99.25,100.00,96.89,83.60,100.00,97.27,69.57,100.00,100.00,100.00,68.94,98.63,90.06,100.00,98.14,83.49,84.86,80.18,81.42,99.11,98.82,100.00,95.91,92.73,100.00,96.17,70.71,100.00,100.00,100.00,79.70,98.33,88.80,100.00,98.11,0.007164231,0.007097390,0.008170261,0.008413527,0.006306688,0.006457900,0.005302124,0.007986782,0.007620800,0.006272813,0.006017535,0.012089966,0.006459856,0.005241500,0.006078648,0.008311066,0.006343007,0.006603245,0.005815057,0.005638143
77.76,84.22,82.86,82.73,99.63,99.38,100.00,98.01,85.22,100.00,97.52,69.57,100.00,100.00,100.00,71.43,100.00,89.94,100.00,98.14,82.87,85.21,83.69,86.27,99.31,99.01,100.00,97.54,94.74,100.00,96.27,70.71,100.00,100.00,100.00,81.10,100.00,88.70,100.00,98.11,0.007126515,0.006574470,0.007884250,0.007329900,0.005698907,0.005912280,0.005466117,0.007199013,0.006992694,0.005498246,0.005669153,0.009911258,0.005499153,0.005172564,0.005921150,0.007490959,0.005356043,0.006212747,0.005480575,0.005455711
77.76,87.83,86.21,73.79,99.75,98.88,100.00,100.00,85.22,100.00,98.14,68.57,100.00,100.00,100.00,83.98,100.00,89.94,100.00,98.14,82.87,87.91,87.44,86.11,99.61,98.45,100.00,100.00,94.74,100.00,97.00,71.99,100.00,100.00,100.00,88.25,100.00,88.83,100.00,98.11,0.006585714,0.006707312,0.007294140,0.007054226,0.005820296,0.005814498,0.005421976,0.006933606,0.006134872,0.005399487,0.005115222,0.009738743,0.005220616,0.005092104,0.005592604,0.007622406,0.005497128,0.006026963,0.005456479,0.005546578
79.75,87.83,90.93,78.39,99.75,99.01,100.00,100.00,84.60,100.00,99.01,76.52,100.00,100.00,100.00,88.07,100.00,89.94,100.00,98.14,85.82,87.91,92.29,88.50,99.61,98.57,100.00,100.00,94.89,100.00,98.25,75.24,100.00,100.00,100.00,89.63,100.00,88.83,100.00,98.11,0.006448121,0.006277564,0.006983405,0.006708570,0.005606364,0.005944198,0.005034483,0.006809075,0.006075785,0.005197708,0.005288295,0.009011321,0.005629552,0.005260567,0.005380419,0.007488515,0.005353180,0.005998048,0.005373435,0.005292066
79.75,87.83,90.93,78.14,100.00,98.88,100.00,100.00,94.78,100.00,99.01,72.92,100.00,100.00,100.00,88.07,100.00,90.06,100.00,98.26,85.82,87.91,92.29,87.43,100.00,98.57,100.00,100.00,95.88,100.00,98.25,77.40,100.00,100.00,100.00,89.63,100.00,88.76,100.00,98.29,0.006282313,0.006146676,0.006764794,0.007690294,0.005650785,0.005968924,0.005159852,0.006578171,0.005235703,0.005519828,0.005278307,0.009239640,0.005720558,0.005208673,0.005339281,0.006680632,0.005096084,0.005853820,0.005159503,0.005471216
79.75,87.83,90.93,78.14,100.00,98.88,100.00,100.00,94.78,100.00,99.01,76.52,100.00,100.00,100.00,88.45,100.00,90.06,100.00,98.26,85.82,87.91,92.29,87.43,100.00,98.57,100.00,100.00,95.88,100.00,98.25,77.89,100.00,100.00,100.00,90.37,100.00,88.76,100.00,98.29,0.006519083,0.006118109,0.006412083,0.007517990,0.005453266,0.005244503,0.005371758,0.005682703,0.005436364,0.004984195,0.005358768,0.008131079,0.005719511,0.004977280,0.004829351,0.007131264,0.005035390,0.005862551,0.005236889,0.005529116
79.88,87.83,90.93,78.14,100.00,98.88,100.00,100.00,94.78,100.00,99.01,74.29,100.00,100.00,100.00,88.45,100.00,90.06,100.00,98.26,85.12,87.91,92.29,87.43,100.00,98.57,100.00,100.00,95.88,100.00,98.25,76.68,100.00,100.00,100.00,90.37,100.00,88.76,100.00,98.29,0.006085213,0.005617260,0.006355369,0.006616516,0.005474429,0.005369943,0.005321610,0.005336418,0.005557333,0.005029664,0.005388311,0.007605504,0.005019256,0.005261475,0.004832634,0.007045007,0.004958911,0.005847325,0.004978258,0.005387334
79.88,87.83,90.93,78.88,100.00,98.88,100.00,100.00,94.78,100.00,99.01,73.17,100.00,100.00,100.00,88.45,100.00,90.06,100.00,98.26,85.12,87.91,92.29,89.07,100.00,98.57,100.00,100.00,95.88,100.00,98.25,76.98,100.00,100.00,100.00,90.37,100.00,88.76,100.00,98.29,0.006200526,0.005954326,0.006066705,0.006670435,0.005379861,0.005551327,0.005034343,0.005231512,0.005310715,0.005214889,0.005109844,0.007341285,0.005260917,0.005440695,0.005185625,0.006984872,0.004901151,0.005693808,0.005038045,0.005218171
79.88,87.83,91.06,78.88,100.00,98.88,100.00,100.00,94.78,100.00,99.01,78.51,100.00,100.00,100.00,88.45,100.00,90.06,100.00,98.26,85.12,87.91,92.33,89.07,100.00,98.57,100.00,100.00,95.88,100.00,98.25,79.08,100.00,100.00,100.00,90.37,100.00,88.76,100.00,98.29,0.006085144,0.005571931,0.006426051,0.006692087,0.005300169,0.005791660,0.004942778,0.005293464,0.005637375,0.005151681,0.005562572,0.007778158,0.005094549,0.005513611,0.005479388,0.006423118,0.005031549,0.005636187,0.005144416,0.005454384
79.88,87.83,91.06,87.20,100.00,98.88,100.00,100.00,94.78,100.00,99.01,78.51,100.00,100.00,100.00,88.45,100.00,90.06,100.00,98.26,85.12,87.91,92.33,89.90,100.00,98.57,100.00,100.00,95.88,100.00,98.25,79.08,100.00,100.00,100.00,90.37,100.00,88.76,100.00,98.29,0.006296630,0.005719581,0.006095900,0.006358722,0.005327477,0.005595538,0.004996907,0.005302683,0.005192399,0.004632182,0.005050617,0.008058301,0.005661192,0.005210698,0.005164531,0.006965454,0.005009758,0.005469120,0.005362609,0.005697649
79.88,87.83,91.06,77.89,100.00,98.88,100.00,100.00,94.78,100.00,99.25,77.89,100.00,100.00,100.00,88.45,100.00,90.06,100.00,98.26,86.28,87.91,92.33,87.97,100.00,98.57,100.00,100.00,95.88,100.00,98.62,79.62,100.00,100.00,100.00,89.55,100.00,88.76,100.00,98.29,0.006104630,0.005733131,0.006292300,0.006401117,0.005279215,0.005902432,0.005009199,0.005431545,0.005194844,0.005216077,0.005583246,0.007073364,0.005602522,0.005466117,0.005239824,0.006693064,0.005452708,0.005815686,0.005364774,0.005280193
79.88,87.83,91.06,77.89,100.00,98.88,100.00,100.00,94.53,100.00,99.25,79.75,100.00,100.00,100.00,89.81,100.00,90.06,100.00,98.26,86.28,87.91,92.33,87.97,100.00,98.57,100.00,100.00,95.82,100.00,98.62,81.73,100.00,100.00,100.00,91.72,100.00,88.82,100.00,98.29,0.006513636,0.005493986,0.006213446,0.006777645,0.005499364,0.005595468,0.005255888,0.005495243,0.005660353,0.005019187,0.005143858,0.007539361,0.006018791,0.005438878,0.005402210,0.006379954,0.005206787,0.005757435,0.005094269,0.005258192
79.88,87.83,90.93,86.71,100.00,98.88,100.00,100.00,94.29,100.00,99.25,79.75,100.00,100.00,100.00,89.81,100.00,90.06,100.00,98.26,86.28,87.91,92.80,89.40,100.00,98.57,100.00,100.00,95.97,100.00,98.62,81.73,100.00,100.00,100.00,91.72,100.00,88.82,100.00,98.29,0.005958377,0.006015160,0.005878964,0.006560920,0.005504253,0.005464441,0.004752663,0.004836475,0.005747169,0.005054248,0.005139039,0.007084818,0.005899988,0.005466257,0.005460600,0.006610508,0.005460879,0.005693109,0.004933838,0.005468911
79.88,87.83,90.93,86.71,100.00,98.88,100.00,100.00,94.29,100.00,99.25,79.75,100.00,100.00,100.00,90.06,100.00,90.06,100.00,98.26,86.28,87.91,92.80,89.40,100.00,98.57,100.00,100.00,95.97,100.00,98.62,81.73,100.00,100.00,100.00,92.33,100.00,88.82,100.00,98.29,0.006273303,0.006103722,0.006188373,0.006104072,0.005071430,0.005446771,0.005031200,0.006167908,0.005638352,0.004980983,0.005061373,0.006832542,0.006037231,0.005880082,0.005426725,0.006273372,0.005051175,0.005507814,0.005101602,0.005562362
79.88,87.83,90.93,86.71,100.00,98.88,100.00,100.00,94.29,100.00,99.25,79.75,100.00,100.00,100.00,90.06,100.00,90.06,100.00,98.26,86.28,87.91,92.80,89.40,100.00,98.57,100.00,100.00,95.97,100.00,98.62,81.73,100.00,100.00,100.00,92.33,100.00,88.82,100.00,98.29,0.006052875,0.005756389,0.006133057,0.006116084,0.005277330,0.005312112,0.005050128,0.005899009,0.005590789,0.005222711,0.005339770,0.006811030,0.005398858,0.005985826,0.005382724,0.006101138,0.005054109,0.005904457,0.005213562,0.005483020
79.88,88.45,90.93,86.71,100.00,98.88,100.00,100.00,94.29,100.00,99.25,79.75,100.00,100.00,100.00,90.06,100.00,90.06,100.00,98.26,86.28,88.58,92.80,89.40,100.00,98.57,100.00,100.00,96.22,100.00,98.62,81.73,100.00,100.00,100.00,92.33,100.00,88.82,100.00,98.29,0.006174404,0.006210234,0.006094433,0.006493660,0.005365054,0.005262941,0.004747773,0.005688571,0.005770078,0.005344520,0.005111520,0.006931092,0.004994951,0.005536869,0.005464232,0.006242291,0.005088402,0.005775805,0.005088122,0.005029594
79.88,88.45,90.93,86.71,100.00,98.88,100.00,100.00,94.29,100.00,99.25,79.75,100.00,100.00,100.00,90.06,100.00,90.06,100.00,98.26,86.28,88.58,92.80,89.40,100.00,98.57,100.00,100.00,96.22,100.00,98.62,81.73,100.00,100.00,100.00,92.33,100.00,88.82,100.00,98.29,0.006480669,0.006179293,0.006264712,0.005933652,0.005345357,0.005556775,0.004735551,0.005992461,0.005422046,0.004671923,0.005423093,0.006630554,0.005242478,0.005760020,0.005474429,0.006060558,0.005360304,0.005703447,0.004650132,0.005226064
79.88,88.45,90.93,86.71,100.00,98.88,100.00,100.00,94.29,100.00,99.25,79.75,100.00,100.00,100.00,90.06,100.00,90.06,100.00,98.26,86.28,88.58,92.80,89.40,100.00,98.57,100.00,100.00,96.22,100.00,98.62,81.73,100.00,100.00,100.00,92.33,100.00,88.82,100.00,98.29,0.006123068,0.005686894,0.006303755,0.006206951,0.005241570,0.005310296,0.005244783,0.005724680,0.005720977,0.005026939,0.005417856,0.006673996,0.005427494,0.005529745,0.005621450,0.005710920,0.005432522,0.005800809,0.005547486,0.005291089
79.88,88.45,90.93,86.71,100.00,98.88,100.00,100.00,94.29,100.00,99.25,79.75,100.00,100.00,100.00,90.06,100.00,90.06,100.00,98.26,86.28,88.58,92.80,89.40,100.00,98.57,100.00,100.00,96.22,100.00,98.62,81.73,100.00,100.00,100.00,92.33,100.00,88.82,100.00,98.29,0.006309482,0.006095899,0.005985337,0.005751220,0.005029804,0.005445723,0.005267411,0.005822670,0.005218242,0.005290251,0.005331738,0.006630624,0.005158106,0.005133871,0.006040024,0.006274700,0.005096085,0.005671249,0.005538057,0.005591626
79.88,88.45,90.93,86.71,100.00,98.88,100.00,100.00,95.78,100.00,99.25,79.75,100.00,100.00,100.00,90.06,100.00,90.06,100.00,98.26,86.28,88.58,92.80,89.40,100.00,98.57,100.00,100.00,97.01,100.00,98.62,81.73,100.00,100.00,100.00,92.33,100.00,88.82,100.00,98.29,0.005969273,0.005612161,0.005912769,0.006207859,0.004915958,0.005405632,0.004923361,0.005354158,0.005437691,0.004972601,0.005285920,0.006578939,0.005344589,0.005384819,0.005856265,0.006269391,0.005255189,0.005823578,0.005791170,0.005425399
79.88,88.45,90.93,86.71,100.00,98.88,100.00,100.00,95.78,100.00,99.25,79.75,100.00,100.00,100.00,90.06,100.00,90.06,100.00,98.26,86.28,88.58,92.80,89.40,100.00,98.57,100.00,100.00,97.01,100.00,98.62,81.73,100.00,100.00,100.00,92.33,100.00,88.82,100.00,98.29,0.006256611,0.005713645,0.005739207,0.006118529,0.005105164,0.005513262,0.005242058,0.005177243,0.005397880,0.005192399,0.005318467,0.006395808,0.005617749,0.005071081,0.005960542,0.006125862,0.005236820,0.005590020,0.005955513,0.005215797
