direct_1.jpg,direct_2.jpg,direct_3.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,time_1.jpg,time_2.jpg,time_3.jpg
0.00,0.08,0.00,0.02,0.16,0.02,0.722461164,0.678672671,0.659167588
0.00,0.17,0.00,39.44,26.58,23.99,2.139797449,2.195652962,2.494147301
0.30,0.47,0.00,78.92,54.12,37.10,0.419856727,0.841586173,1.243151307
95.97,63.98,0.00,95.73,69.06,52.40,0.101686053,0.341502249,0.656315804
99.45,67.84,0.00,99.09,72.72,63.79,0.061264507,0.230184957,0.381672829
99.66,68.81,58.98,99.45,74.58,69.34,0.053497192,0.188815773,0.269669831
99.79,71.48,0.00,99.70,76.26,73.32,0.051684961,0.175401658,0.208637908
99.79,71.48,76.82,99.70,76.26,77.45,0.051570065,0.172273710,0.169871584
99.79,71.48,74.19,99.70,76.26,78.83,0.052424323,0.164180934,0.148548931
99.79,71.48,81.23,99.70,76.26,81.73,0.051058039,0.156541273,0.130301148
99.79,71.14,81.82,99.70,76.33,81.91,0.052936558,0.157224223,0.122989707
99.79,71.14,83.09,99.70,76.33,83.37,0.050602660,0.151384518,0.112714157
99.79,71.14,83.56,99.70,76.33,83.64,0.051975228,0.146122202,0.106746852
99.79,71.19,85.42,99.70,76.03,84.72,0.053429723,0.150618196,0.099901900
99.79,71.19,86.36,99.70,76.03,85.98,0.051175728,0.147243485,0.096162669
99.79,71.19,86.36,99.70,76.03,85.98,0.051016416,0.145472467,0.093076490
99.79,71.19,87.58,99.70,76.03,86.97,0.050867088,0.146385103,0.091898993
99.79,70.85,87.58,99.70,75.53,86.97,0.051036809,0.144456103,0.091014080
99.79,70.85,87.58,99.70,75.53,86.53,0.050298698,0.147208288,0.089717358
99.79,70.85,87.58,99.70,75.53,86.53,0.050547138,0.143944278,0.088520728
99.79,70.85,86.91,99.70,75.53,86.74,0.050793193,0.141891778,0.085903682
99.79,70.76,86.91,99.70,75.61,86.74,0.052036133,0.140789300,0.084999211
99.79,70.76,86.91,99.70,75.61,86.74,0.051793355,0.147363558,0.085175909
99.79,70.76,86.91,99.70,75.61,86.74,0.052211720,0.147198990,0.085224174
99.79,71.61,86.91,99.70,76.13,86.74,0.050117176,0.142018482,0.086470813
99.79,71.61,86.91,99.70,76.13,86.74,0.050401859,0.144146606,0.085398018
99.79,71.61,86.91,99.70,76.13,86.74,0.050976951,0.142789200,0.084425300
99.79,71.61,86.91,99.70,76.13,86.74,0.051062793,0.144182310,0.085618436
99.79,71.61,86.91,99.70,76.13,86.74,0.051464532,0.143775046,0.088748135
99.79,71.61,86.91,99.70,76.13,86.74,0.052113168,0.142114162,0.082406677
99.79,71.61,86.91,99.70,76.13,86.74,0.055623163,0.140085906,0.082200922
99.79,71.61,86.91,99.70,76.13,86.74,0.056032866,0.141828582,0.085042931
99.79,71.61,86.91,99.70,76.13,86.74,0.053565849,0.141105413,0.082454801
99.79,71.61,86.91,99.70,76.13,86.74,0.054061528,0.139579743,0.082710497
99.79,71.61,86.91,99.70,76.13,86.74,0.054458447,0.141618207,0.082050547
99.79,71.61,86.91,99.70,76.13,86.74,0.053393684,0.139614522,0.084661305
99.79,71.61,86.91,99.70,76.13,86.74,0.053101599,0.141482353,0.083404325
99.79,71.61,86.91,99.70,76.13,86.74,0.055924539,0.143372118,0.083467118
99.79,71.61,86.91,99.70,76.13,86.74,0.056139309,0.147923201,0.082685634
99.79,71.61,86.91,99.70,76.13,86.74,0.057917181,0.151692674,0.082149230
99.79,71.61,86.91,99.70,76.13,86.74,0.052103460,0.152828604,0.080852166
99.79,71.61,86.91,99.70,76.13,86.74,0.052740294,0.147299156,0.081863649
99.79,71.61,86.91,99.70,76.13,86.74,0.051648777,0.151679680,0.081289671
99.79,71.61,86.91,99.70,76.13,86.74,0.055881657,0.155382514,0.084471256
99.79,71.61,86.91,99.70,76.13,86.74,0.052518960,0.153324500,0.082202941
99.79,71.61,86.91,99.70,76.13,86.74,0.052308451,0.157471389,0.083799362
99.79,71.61,86.91,99.70,76.13,86.74,0.055251248,0.158030495,0.080281824
99.79,71.61,86.91,99.70,76.13,86.74,0.052327447,0.157262146,0.081647128
99.79,71.61,86.91,99.70,76.13,86.74,0.054796144,0.163180560,0.082649805
99.79,71.61,86.91,99.70,76.13,86.74,0.055568617,0.161786750,0.080677770
99.79,71.61,86.91,99.70,76.13,86.74,0.055042762,0.157649010,0.082084142
99.79,71.61,86.91,99.70,76.13,86.74,0.053717479,0.158474565,0.082948811
99.79,71.61,86.91,99.70,76.13,86.74,0.053991057,0.156370103,0.086431280
99.79,71.61,86.91,99.70,76.13,86.74,0.054680485,0.157581389,0.084552489
99.79,71.61,86.91,99.70,76.13,86.74,0.054547079,0.161663204,0.084471539
99.79,71.61,86.91,99.70,76.13,86.74,0.053692404,0.160863981,0.082867235
99.79,71.61,86.91,99.70,76.13,86.74,0.053772237,0.158576533,0.083368286
99.79,71.61,86.91,99.70,76.13,86.74,0.054508880,0.160852805,0.083903775
99.79,71.61,86.91,99.70,76.13,86.74,0.057635713,0.161372662,0.085107185
99.79,71.61,86.91,99.70,76.13,86.74,0.056004789,0.162779942,0.083960705
99.79,71.61,86.91,99.70,76.13,86.74,0.060466964,0.160454825,0.084033966
99.79,71.61,86.91,99.70,76.13,86.74,0.063183114,0.156162798,0.085088961
99.79,71.61,86.91,99.70,76.13,86.74,0.061331697,0.156323433,0.089143589
99.79,71.61,86.91,99.70,76.13,86.74,0.057906076,0.158866867,0.082033508
99.79,71.61,86.91,99.70,76.13,86.74,0.056218442,0.158474699,0.082745351
99.79,71.61,86.91,99.70,76.13,86.74,0.055278625,0.158061355,0.083525926
99.79,71.61,86.91,99.70,76.13,86.74,0.053398643,0.160416767,0.085233673
99.79,71.61,86.91,99.70,76.13,86.74,0.051403768,0.165927440,0.085144907
99.79,71.61,86.91,99.70,76.13,86.74,0.052062392,0.158018395,0.084474750
99.92,71.61,86.91,99.83,76.13,86.74,0.051370103,0.166782960,0.084358528
99.92,71.61,86.91,99.83,76.13,86.74,0.050956350,0.158477902,0.082580730
99.92,71.61,86.91,99.83,76.13,86.74,0.053698413,0.157772705,0.080474801
99.92,71.61,86.91,99.83,76.13,86.74,0.051010549,0.157209754,0.084253550
99.92,71.61,86.91,99.83,76.13,86.74,0.050590854,0.157717168,0.085500896
99.92,71.61,86.91,99.83,76.13,86.74,0.050486512,0.160018593,0.084089011
99.92,71.61,86.91,99.83,76.13,86.74,0.051903639,0.157522097,0.083773524
99.92,71.61,86.91,99.83,76.13,86.74,0.052216955,0.157565966,0.081578195
99.92,71.61,86.91,99.83,76.13,86.74,0.051544711,0.160489202,0.085036710
99.92,71.61,86.91,99.83,76.13,86.74,0.050669432,0.160052538,0.083138786
99.92,71.61,86.91,99.83,76.13,86.74,0.050285220,0.168420300,0.082888745
99.92,71.61,86.91,99.83,76.13,86.74,0.051124532,0.160315067,0.081615277
99.92,71.61,86.91,99.83,76.13,86.74,0.050239399,0.157141104,0.087133981
99.92,71.61,86.91,99.83,76.13,86.74,0.050465837,0.157805949,0.083383098
99.92,71.61,86.91,99.83,76.13,86.74,0.050791450,0.167470977,0.083923332
99.92,71.61,86.91,99.83,76.13,86.74,0.050065704,0.159534156,0.083093174
99.92,71.61,86.91,99.83,76.13,86.74,0.051380232,0.158942297,0.082890838
99.92,71.61,86.91,99.83,76.13,86.74,0.057478979,0.167588741,0.084264666
99.92,71.61,86.91,99.83,76.13,86.74,0.060540855,0.159905374,0.084190980
99.92,71.61,86.91,99.83,76.13,86.74,0.055371307,0.160334706,0.085569970
99.92,71.61,86.91,99.83,76.13,86.74,0.060284253,0.160719767,0.084418528
99.92,71.61,86.91,99.83,76.13,86.74,0.055854835,0.158948153,0.083927602
99.92,71.61,86.91,99.83,76.13,86.74,0.057301089,0.158222079,0.083308846
99.92,71.61,86.91,99.83,76.13,86.74,0.058400147,0.158628494,0.085430354
99.92,71.61,86.91,99.83,76.13,86.74,0.054440081,0.159548253,0.085373506
99.92,71.61,86.91,99.83,76.13,86.74,0.055100802,0.157993197,0.081608929
99.92,71.61,86.91,99.83,76.13,86.74,0.054648984,0.157943040,0.080981165
99.92,71.61,86.91,99.83,76.13,86.74,0.055009797,0.159299269,0.080190048
99.92,71.61,86.91,99.83,76.13,86.74,0.055677783,0.157496259,0.082071565
99.92,71.61,86.91,99.83,76.13,86.74,0.057443079,0.157031938,0.083857194
99.92,71.61,86.91,99.83,76.13,86.74,0.060247444,0.163521737,0.088494182
