direct_1.png,direct_2.png,direct_3.png,direct_4.png,direct_5.png,direct_6.png,direct_7.png,direct_8.png,direct_9.png,direct_10.png,direct_11.png,direct_12.png,direct_13.png,direct_14.png,direct_15.png,direct_16.png,direct_17.png,direct_18.png,direct_19.png,direct_20.png,neighbour_1.png,neighbour_2.png,neighbour_3.png,neighbour_4.png,neighbour_5.png,neighbour_6.png,neighbour_7.png,neighbour_8.png,neighbour_9.png,neighbour_10.png,neighbour_11.png,neighbour_12.png,neighbour_13.png,neighbour_14.png,neighbour_15.png,neighbour_16.png,neighbour_17.png,neighbour_18.png,neighbour_19.png,neighbour_20.png,time_1.png,time_2.png,time_3.png,time_4.png,time_5.png,time_6.png,time_7.png,time_8.png,time_9.png,time_10.png,time_11.png,time_12.png,time_13.png,time_14.png,time_15.png,time_16.png,time_17.png,time_18.png,time_19.png,time_20.png
0.23,0.23,0.00,0.00,0.46,0.00,0.69,0.46,0.00,0.46,0.00,0.00,0.23,0.23,0.00,0.00,0.00,0.23,0.00,0.00,0.35,0.00,0.15,0.35,0.35,0.00,0.35,0.77,0.27,0.23,0.23,0.23,0.37,0.23,0.00,0.23,0.00,0.25,0.12,0.12,0.268571824,0.211974800,0.229603797,0.229628876,0.221614018,0.224800795,0.204221785,0.233733863,0.228644148,0.210503116,0.228446633,0.232599676,0.231332868,0.223166168,0.230182931,0.232822955,0.225975752,0.228086442,0.215499744,0.213381946
0.46,0.93,0.93,0.46,60.42,4.40,0.00,0.46,0.46,0.00,3.70,3.24,0.23,66.90,0.23,3.70,0.00,0.00,0.46,0.00,31.69,36.81,55.69,22.13,56.62,42.77,45.47,78.05,33.64,47.94,56.29,46.57,35.84,67.52,26.39,59.86,55.02,51.66,66.36,59.05,0.011043216,0.010714042,0.013304549,0.010080209,0.010259289,0.010653208,0.010194404,0.011714276,0.012360401,0.011523182,0.012307179,0.014948253,0.014001870,0.010428032,0.011626063,0.011601058,0.011895869,0.012535988,0.012934726,0.011096576
0.00,68.06,85.65,47.45,98.61,80.09,77.78,97.45,39.58,91.67,96.99,85.88,28.01,98.61,2.08,96.06,97.69,96.99,98.84,100.00,41.20,67.03,84.18,45.81,97.43,81.73,75.17,96.97,62.71,93.19,94.64,87.13,64.10,97.45,53.95,94.10,97.45,95.62,97.86,100.00,0.006012855,0.005779925,0.007528046,0.005535402,0.005554329,0.005654765,0.005133731,0.006853146,0.006166232,0.005972415,0.005600217,0.007113733,0.006524740,0.004570090,0.006219313,0.005035739,0.005384609,0.005854029,0.006456433,0.004464556
77.55,83.33,100.00,61.81,100.00,97.22,93.98,100.00,96.53,100.00,100.00,92.59,88.89,100.00,2.08,100.00,100.00,100.00,100.00,100.00,79.32,80.98,100.00,58.91,100.00,97.16,92.48,100.00,94.89,100.00,100.00,93.09,86.05,100.00,53.95,100.00,100.00,100.00,100.00,100.00,0.004954581,0.004604453,0.004504787,0.004528115,0.005565435,0.004733455,0.003778690,0.004373969,0.004803090,0.004052967,0.005153566,0.004104512,0.004857707,0.003825206,0.004487954,0.003776316,0.003380790,0.004110588,0.004269832,0.003706333
89.35,83.33,100.00,65.51,100.00,100.00,99.54,100.00,100.00,100.00,100.00,95.14,90.05,100.00,92.82,100.00,100.00,100.00,100.00,100.00,86.90,81.66,100.00,63.77,100.00,100.00,99.07,100.00,100.00,100.00,100.00,94.58,88.18,100.00,90.08,100.00,100.00,100.00,100.00,100.00,0.004593000,0.003721209,0.003227204,0.004339118,0.003860617,0.003498407,0.003166719,0.003205412,0.003868859,0.003245084,0.004020699,0.003676718,0.004071545,0.003179989,0.004187905,0.003064677,0.003164763,0.003442043,0.002988757,0.002856612
89.12,83.33,100.00,65.51,100.00,100.00,99.07,100.00,100.00,100.00,100.00,95.14,90.05,100.00,95.14,100.00,100.00,100.00,100.00,100.00,87.15,81.66,100.00,63.77,100.00,100.00,98.80,100.00,100.00,100.00,100.00,94.58,88.18,100.00,93.46,100.00,100.00,100.00,100.00,100.00,0.003750264,0.003343284,0.003299772,0.003828070,0.002715667,0.003393083,0.003000420,0.003222943,0.003515030,0.002928412,0.003438201,0.003242570,0.003895400,0.002768399,0.003396994,0.003002516,0.002876239,0.003317093,0.003704097,0.002958235
89.12,83.33,100.00,65.51,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.14,90.05,100.00,94.44,100.00,100.00,100.00,100.00,100.00,87.15,81.66,100.00,63.77,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.58,88.18,100.00,91.98,100.00,100.00,100.00,100.00,100.00,0.003046518,0.003093802,0.003201711,0.003826254,0.002808839,0.002721185,0.002792775,0.003076061,0.003599681,0.003205761,0.003234816,0.003304800,0.003636977,0.002676555,0.003410893,0.003142273,0.003461040,0.003151353,0.003979351,0.002890975
89.58,83.33,100.00,65.51,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.53,90.05,100.00,94.44,100.00,100.00,100.00,100.00,100.00,87.29,81.35,100.00,63.77,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.62,88.18,100.00,91.98,100.00,100.00,100.00,100.00,100.00,0.003691945,0.003589902,0.002958374,0.004229322,0.002646592,0.002882804,0.002861431,0.003309201,0.003618539,0.002914024,0.003393362,0.003678115,0.003179989,0.002645195,0.003131378,0.002960959,0.003066143,0.003063280,0.003259262,0.002917726
89.81,83.33,100.00,65.51,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.60,90.05,100.00,94.21,100.00,100.00,100.00,100.00,100.00,87.58,81.35,100.00,63.77,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.80,88.18,100.00,91.90,100.00,100.00,100.00,100.00,100.00,0.003259681,0.003969364,0.003375342,0.003612253,0.003053501,0.002640935,0.003062162,0.003343842,0.002727471,0.002925758,0.002880429,0.003024027,0.003105675,0.002607200,0.003159106,0.003782742,0.002655742,0.003365634,0.002790610,0.002832446
89.81,83.33,100.00,65.51,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.84,90.05,100.00,94.21,100.00,100.00,100.00,100.00,100.00,87.58,81.35,100.00,63.77,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.86,88.18,100.00,91.90,100.00,100.00,100.00,100.00,100.00,0.003502598,0.003833797,0.003078506,0.004232605,0.003021095,0.002773428,0.002663145,0.002899566,0.002852770,0.002758901,0.002765745,0.002967244,0.003008452,0.002682282,0.003286431,0.002968642,0.002774127,0.003176706,0.003048753,0.003001887
