direct_1.jpg,direct_2.jpg,direct_3.jpg,direct_4.jpg,direct_5.jpg,direct_6.jpg,direct_7.jpg,direct_8.jpg,direct_9.jpg,direct_10.jpg,direct_11.jpg,direct_12.jpg,direct_13.jpg,direct_14.jpg,direct_15.jpg,direct_16.jpg,direct_17.jpg,direct_18.jpg,direct_19.jpg,direct_20.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,neighbour_4.jpg,neighbour_5.jpg,neighbour_6.jpg,neighbour_7.jpg,neighbour_8.jpg,neighbour_9.jpg,neighbour_10.jpg,neighbour_11.jpg,neighbour_12.jpg,neighbour_13.jpg,neighbour_14.jpg,neighbour_15.jpg,neighbour_16.jpg,neighbour_17.jpg,neighbour_18.jpg,neighbour_19.jpg,neighbour_20.jpg,time_1.jpg,time_2.jpg,time_3.jpg,time_4.jpg,time_5.jpg,time_6.jpg,time_7.jpg,time_8.jpg,time_9.jpg,time_10.jpg,time_11.jpg,time_12.jpg,time_13.jpg,time_14.jpg,time_15.jpg,time_16.jpg,time_17.jpg,time_18.jpg,time_19.jpg,time_20.jpg
74.53,87.70,59.50,64.60,99.75,100.00,99.63,100.00,84.22,100.00,98.88,76.15,99.75,100.00,100.00,42.11,98.88,89.32,100.00,98.51,81.18,87.89,73.37,76.09,99.57,100.00,99.43,100.00,91.05,100.00,98.17,79.79,99.49,100.00,100.00,79.61,98.06,88.36,100.00,98.59,8.801872253,8.577158928,8.268648148,8.097604752,7.240186691,7.368521214,6.934988499,7.502738953,7.801905632,6.694977760,7.167376518,8.581532478,7.054850578,7.467339516,7.487603188,7.896207809,7.636781693,7.221200466,6.917431831,7.100159645
