direct_1.png,direct_2.png,direct_3.png,direct_4.png,direct_5.png,direct_6.png,direct_7.png,direct_8.png,direct_9.png,direct_10.png,direct_11.png,direct_12.png,direct_13.png,direct_14.png,direct_15.png,direct_16.png,direct_17.png,direct_18.png,direct_19.png,direct_20.png,neighbour_1.png,neighbour_2.png,neighbour_3.png,neighbour_4.png,neighbour_5.png,neighbour_6.png,neighbour_7.png,neighbour_8.png,neighbour_9.png,neighbour_10.png,neighbour_11.png,neighbour_12.png,neighbour_13.png,neighbour_14.png,neighbour_15.png,neighbour_16.png,neighbour_17.png,neighbour_18.png,neighbour_19.png,neighbour_20.png,time_1.png,time_2.png,time_3.png,time_4.png,time_5.png,time_6.png,time_7.png,time_8.png,time_9.png,time_10.png,time_11.png,time_12.png,time_13.png,time_14.png,time_15.png,time_16.png,time_17.png,time_18.png,time_19.png,time_20.png
0.23,0.23,0.00,0.00,0.46,0.00,0.69,0.46,0.00,0.46,0.00,0.00,0.23,0.23,0.00,0.00,0.00,0.23,0.00,0.00,0.35,0.00,0.15,0.35,0.35,0.00,0.35,0.77,0.27,0.23,0.23,0.23,0.37,0.23,0.00,0.23,0.00,0.25,0.12,0.12,1.309677482,1.206736803,1.197211146,1.191758513,1.193817616,1.187506199,1.187334776,1.216348529,1.186397433,1.180881500,1.237423420,1.213505149,1.183766961,1.199335098,1.224558592,1.201350093,1.206324577,1.188958168,1.184963822,1.208433986
0.46,0.93,0.93,0.46,60.42,4.40,0.00,0.46,0.46,0.00,3.70,3.24,0.23,66.90,0.23,3.70,0.00,0.00,0.46,0.00,31.69,36.81,55.69,22.13,56.62,42.77,45.47,78.05,33.64,47.94,56.29,46.57,35.84,67.52,26.39,59.86,55.02,51.66,66.36,59.05,0.062772028,0.060310692,0.060237497,0.060087685,0.057602178,0.068182491,0.061905906,0.061172202,0.061435234,0.063484363,0.063709743,0.056666493,0.065275617,0.059844486,0.065243073,0.066772290,0.058973130,0.060372017,0.057347111,0.062541477
0.00,68.06,85.65,47.45,98.61,80.09,77.78,97.45,39.58,91.67,96.99,85.88,28.01,98.61,2.08,96.06,97.69,96.99,98.84,100.00,41.20,67.03,84.18,45.81,97.43,81.73,75.17,96.97,62.71,93.19,94.64,87.13,64.10,97.45,53.95,94.10,97.45,95.62,97.86,100.00,0.035052601,0.031354830,0.032051023,0.033646028,0.027692541,0.033982880,0.033166207,0.028557966,0.031903028,0.029794188,0.028349556,0.027134009,0.033731729,0.028309043,0.036073074,0.030108131,0.029199893,0.027316716,0.027294576,0.026312863
77.55,83.33,100.00,61.81,100.00,97.22,93.98,100.00,96.53,100.00,100.00,92.59,88.89,100.00,2.08,100.00,100.00,100.00,100.00,100.00,79.32,80.98,100.00,58.91,100.00,97.16,92.48,100.00,94.89,100.00,100.00,93.09,86.05,100.00,53.95,100.00,100.00,100.00,100.00,100.00,0.026852192,0.022540571,0.023028914,0.026592096,0.019135237,0.024595354,0.023593737,0.019299649,0.023989815,0.021178076,0.020306503,0.019915525,0.024796780,0.019541653,0.026065968,0.021056129,0.020234289,0.018486677,0.018925080,0.018804951
89.35,83.33,100.00,65.51,100.00,100.00,99.54,100.00,100.00,100.00,100.00,95.14,90.05,100.00,92.82,100.00,100.00,100.00,100.00,100.00,86.90,81.66,100.00,63.77,100.00,100.00,99.07,100.00,100.00,100.00,100.00,94.58,88.18,100.00,90.08,100.00,100.00,100.00,100.00,100.00,0.020865249,0.017846145,0.018300194,0.023313316,0.014165349,0.019583350,0.018070620,0.014859797,0.018911600,0.015244283,0.015802609,0.016294932,0.020209633,0.015236950,0.020241410,0.015891518,0.016781317,0.013572032,0.013870891,0.014244480
89.12,83.33,100.00,65.51,100.00,100.00,99.07,100.00,100.00,100.00,100.00,95.14,90.05,100.00,95.14,100.00,100.00,100.00,100.00,100.00,87.15,81.66,100.00,63.77,100.00,100.00,98.80,100.00,100.00,100.00,100.00,94.58,88.18,100.00,93.46,100.00,100.00,100.00,100.00,100.00,0.018676508,0.017452998,0.015347930,0.021672634,0.013384364,0.017306888,0.016433850,0.015380268,0.017172368,0.015670465,0.014500665,0.015932934,0.017923599,0.015940478,0.018853351,0.014438155,0.015913518,0.012928359,0.014667659,0.014252094
89.12,83.33,100.00,65.51,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.14,90.05,100.00,94.44,100.00,100.00,100.00,100.00,100.00,87.15,81.66,100.00,63.77,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.58,88.18,100.00,91.98,100.00,100.00,100.00,100.00,100.00,0.016486719,0.016769165,0.016040284,0.021297159,0.012902098,0.016232003,0.015597200,0.014543689,0.016210282,0.015556552,0.013728829,0.015831243,0.016895441,0.015792621,0.017881487,0.014387030,0.015488804,0.012813398,0.013904765,0.014232328
89.58,83.33,100.00,65.51,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.53,90.05,100.00,94.44,100.00,100.00,100.00,100.00,100.00,87.29,81.35,100.00,63.77,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.62,88.18,100.00,91.98,100.00,100.00,100.00,100.00,100.00,0.016863944,0.016956275,0.016141906,0.020566320,0.012991986,0.015446409,0.014973571,0.015306653,0.015345975,0.014753427,0.014499757,0.015743801,0.016049294,0.015326418,0.015953887,0.014589645,0.014731007,0.012850205,0.013963991,0.014400370
89.81,83.33,100.00,65.51,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.60,90.05,100.00,94.21,100.00,100.00,100.00,100.00,100.00,87.58,81.35,100.00,63.77,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.80,88.18,100.00,91.90,100.00,100.00,100.00,100.00,100.00,0.016009064,0.017204566,0.014179178,0.020433201,0.012877094,0.014449470,0.013525727,0.014495287,0.015016665,0.014615207,0.014948009,0.014146630,0.016201971,0.014646707,0.016677251,0.014570927,0.014279891,0.012801873,0.013746081,0.014263757
89.81,83.33,100.00,65.51,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.84,90.05,100.00,94.21,100.00,100.00,100.00,100.00,100.00,87.58,81.35,100.00,63.77,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.86,88.18,100.00,91.90,100.00,100.00,100.00,100.00,100.00,0.016156433,0.016957393,0.015054240,0.020749308,0.012932410,0.014448003,0.015303371,0.015318666,0.015497464,0.014599912,0.014388497,0.015363784,0.015651956,0.014660885,0.015460307,0.014416015,0.014356649,0.012705700,0.013942480,0.014284990
