direct_1.jpg,direct_2.jpg,direct_3.jpg,direct_4.jpg,direct_5.jpg,direct_6.jpg,direct_7.jpg,direct_8.jpg,direct_9.jpg,direct_10.jpg,direct_11.jpg,direct_12.jpg,direct_13.jpg,direct_14.jpg,direct_15.jpg,direct_16.jpg,direct_17.jpg,direct_18.jpg,direct_19.jpg,direct_20.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,neighbour_4.jpg,neighbour_5.jpg,neighbour_6.jpg,neighbour_7.jpg,neighbour_8.jpg,neighbour_9.jpg,neighbour_10.jpg,neighbour_11.jpg,neighbour_12.jpg,neighbour_13.jpg,neighbour_14.jpg,neighbour_15.jpg,neighbour_16.jpg,neighbour_17.jpg,neighbour_18.jpg,neighbour_19.jpg,neighbour_20.jpg,time_1.jpg,time_2.jpg,time_3.jpg,time_4.jpg,time_5.jpg,time_6.jpg,time_7.jpg,time_8.jpg,time_9.jpg,time_10.jpg,time_11.jpg,time_12.jpg,time_13.jpg,time_14.jpg,time_15.jpg,time_16.jpg,time_17.jpg,time_18.jpg,time_19.jpg,time_20.jpg
0.12,0.00,0.00,0.25,0.00,0.00,0.25,0.00,0.12,0.00,0.00,0.37,0.25,0.25,0.25,0.12,0.12,0.50,0.25,0.37,0.06,0.25,0.13,0.06,0.00,0.13,0.06,0.12,0.19,0.27,0.25,0.06,0.12,0.12,0.12,0.23,0.25,0.45,0.00,0.31,0.659463346,0.621088564,0.632482648,0.630528629,0.640990138,0.619227469,0.636510670,0.633619308,0.611986637,0.621602237,0.640821755,0.627631366,0.640862048,0.640728593,0.631786406,0.643537998,0.658926845,0.630819380,0.652721763,0.644724429
3.11,0.37,1.61,0.37,0.00,0.50,0.12,2.98,0.37,0.00,1.37,0.99,0.00,0.25,0.50,0.00,0.25,0.50,0.25,0.12,48.69,42.56,31.18,29.78,30.04,49.44,55.60,47.18,51.59,53.34,64.53,28.40,55.23,61.94,67.18,28.56,47.53,37.47,60.21,56.66,0.137873873,0.147933215,0.137641981,0.142937317,0.162141472,0.147216350,0.145898893,0.153877109,0.137710512,0.146645382,0.142950311,0.150192246,0.148364231,0.141582355,0.147327676,0.153317183,0.158462331,0.148676425,0.146841645,0.137094989
64.97,77.52,1.86,47.45,93.66,0.25,95.03,82.11,67.20,100.00,95.90,53.42,94.29,100.00,98.01,24.84,89.69,82.11,96.40,88.82,67.57,76.65,55.32,57.92,92.22,64.71,94.73,89.40,75.08,100.00,94.19,65.01,93.71,100.00,97.00,52.62,85.23,80.68,95.71,89.95,0.053739522,0.054604184,0.067407325,0.071955606,0.046088167,0.056996252,0.045290209,0.049994584,0.052561961,0.038783103,0.039430413,0.063909359,0.043464847,0.037332732,0.041416828,0.063303746,0.049938854,0.049220305,0.039259225,0.041264638
77.76,84.60,69.94,53.42,100.00,99.13,100.00,100.00,91.06,100.00,99.50,75.28,100.00,100.00,100.00,66.83,100.00,89.32,100.00,100.00,80.93,84.14,74.26,66.55,100.00,98.63,100.00,100.00,90.75,100.00,99.12,77.18,100.00,100.00,100.00,74.68,100.00,87.89,100.00,100.00,0.029972555,0.032032728,0.039783888,0.040846135,0.024910999,0.027842820,0.024245741,0.026028428,0.029932676,0.022634732,0.023510220,0.035220664,0.025070945,0.021739060,0.022600370,0.034378216,0.026601773,0.027941370,0.022815976,0.023725061
83.48,91.80,83.48,68.57,100.00,100.00,100.00,100.00,93.17,100.00,99.75,73.91,100.00,100.00,100.00,77.64,100.00,90.06,100.00,100.00,85.67,91.24,84.73,73.48,100.00,100.00,100.00,100.00,94.95,100.00,99.58,78.14,100.00,100.00,100.00,85.04,100.00,88.83,100.00,100.00,0.023043105,0.022714214,0.028771460,0.032847524,0.018639056,0.021644769,0.018878061,0.019608345,0.022128927,0.017605305,0.019245438,0.027513858,0.018461864,0.017586028,0.017970027,0.026839379,0.020093268,0.021136381,0.018124592,0.018612519
82.11,91.80,82.24,69.81,100.00,100.00,100.00,100.00,95.16,100.00,99.75,81.74,100.00,100.00,100.00,87.33,100.00,89.57,100.00,100.00,85.17,91.33,83.91,78.24,100.00,100.00,100.00,100.00,95.89,100.00,99.58,83.65,100.00,100.00,100.00,88.67,100.00,88.45,100.00,100.00,0.021220401,0.021220472,0.024327876,0.027025793,0.017963672,0.019294888,0.018686900,0.018089600,0.020562964,0.017487897,0.018973678,0.025761696,0.017613756,0.016750351,0.016960440,0.023497440,0.018344808,0.019700680,0.018564396,0.017831456
82.36,91.80,86.34,71.18,100.00,100.00,100.00,100.00,95.65,100.00,99.75,85.22,100.00,100.00,100.00,87.95,100.00,89.81,100.00,100.00,85.25,91.33,86.98,79.13,100.00,100.00,100.00,100.00,96.33,100.00,99.58,87.68,100.00,100.00,100.00,89.41,100.00,88.45,100.00,100.00,0.020710612,0.020403860,0.022710582,0.024815803,0.017736260,0.018096581,0.017397868,0.017406110,0.019667083,0.017318038,0.017851572,0.022566635,0.017677313,0.017421128,0.017238626,0.022302557,0.018241718,0.018891683,0.018950351,0.018323576
82.36,92.05,86.46,71.18,100.00,100.00,100.00,100.00,95.65,100.00,99.75,87.08,100.00,100.00,100.00,91.43,100.00,89.81,100.00,100.00,85.25,91.94,88.07,79.13,100.00,100.00,100.00,100.00,96.33,100.00,99.58,87.98,100.00,100.00,100.00,91.68,100.00,88.45,100.00,100.00,0.020435641,0.019297680,0.021867432,0.023336381,0.017378872,0.018126128,0.017599717,0.017555924,0.018365968,0.017737309,0.017912615,0.020388706,0.017662296,0.017933080,0.018019823,0.021403324,0.017902000,0.019096812,0.018247863,0.017725226
77.89,92.05,87.20,71.18,100.00,100.00,100.00,100.00,95.65,100.00,99.75,87.08,100.00,100.00,100.00,92.17,100.00,89.81,100.00,100.00,83.73,91.94,90.17,79.13,100.00,100.00,100.00,100.00,96.33,100.00,99.58,87.98,100.00,100.00,100.00,93.35,100.00,88.45,100.00,100.00,0.020397505,0.019033393,0.021250991,0.023245232,0.017549708,0.017703574,0.017430415,0.017146992,0.018602179,0.017554248,0.017848080,0.020228904,0.017425459,0.017751208,0.018605044,0.020979444,0.017763780,0.018768268,0.018057613,0.017890545
77.89,92.17,86.83,71.18,100.00,100.00,100.00,100.00,95.65,100.00,99.75,87.08,100.00,100.00,100.00,93.54,100.00,89.81,100.00,100.00,83.73,91.94,89.74,79.13,100.00,100.00,100.00,100.00,96.33,100.00,99.58,87.98,100.00,100.00,100.00,93.60,100.00,88.45,100.00,100.00,0.020048916,0.018815899,0.020926151,0.022840770,0.017092722,0.017500749,0.017189875,0.017690793,0.018630605,0.017541885,0.018024083,0.019757740,0.017183729,0.017350797,0.017143080,0.021065280,0.018111948,0.019152477,0.019086616,0.017591128
