direct_1.png,direct_2.png,direct_3.png,direct_4.png,direct_5.png,direct_6.png,direct_7.png,direct_8.png,direct_9.png,direct_10.png,direct_11.png,direct_12.png,direct_13.png,direct_14.png,direct_15.png,direct_16.png,direct_17.png,direct_18.png,direct_19.png,direct_20.png,neighbour_1.png,neighbour_2.png,neighbour_3.png,neighbour_4.png,neighbour_5.png,neighbour_6.png,neighbour_7.png,neighbour_8.png,neighbour_9.png,neighbour_10.png,neighbour_11.png,neighbour_12.png,neighbour_13.png,neighbour_14.png,neighbour_15.png,neighbour_16.png,neighbour_17.png,neighbour_18.png,neighbour_19.png,neighbour_20.png,time_1.png,time_2.png,time_3.png,time_4.png,time_5.png,time_6.png,time_7.png,time_8.png,time_9.png,time_10.png,time_11.png,time_12.png,time_13.png,time_14.png,time_15.png,time_16.png,time_17.png,time_18.png,time_19.png,time_20.png
0.00,0.46,0.23,0.46,0.69,0.69,0.00,0.23,0.23,0.23,0.46,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.00,0.23,0.00,0.00,0.00,0.23,0.12,0.35,0.23,0.25,0.23,0.00,0.37,0.14,0.52,0.12,0.23,0.27,0.12,0.12,0.35,0.256685197,0.225861490,0.212413087,0.215924531,0.228696287,0.212756440,0.230834544,0.245450869,0.220578194,0.231189772,0.212373853,0.218262136,0.231842190,0.216597214,0.213937983,0.232883334,0.228117943,0.213815555,0.214285746,0.197482854
0.69,1.62,0.23,0.46,0.93,1.39,6.25,0.23,0.69,0.00,0.00,1.62,0.23,0.00,0.46,0.00,0.00,1.62,0.46,74.77,24.19,46.10,42.96,28.40,41.51,36.09,46.24,69.37,32.27,65.22,47.26,73.59,28.36,78.55,37.98,59.51,55.71,61.71,80.34,70.93,0.032190714,0.033045877,0.031728979,0.036741287,0.041412823,0.035551783,0.032424480,0.030278547,0.039605491,0.042516351,0.034590393,0.030520413,0.032894108,0.031274304,0.032184992,0.032190509,0.031070013,0.034528095,0.032677807,0.035199638
62.27,78.94,98.15,10.19,96.30,0.46,76.39,100.00,24.07,85.88,99.31,87.73,68.06,100.00,0.69,99.54,100.00,99.07,100.00,99.07,67.84,75.15,96.74,48.92,97.13,73.05,76.12,100.00,73.50,89.45,98.80,90.32,71.32,100.00,55.73,99.07,100.00,98.80,100.00,98.84,0.019898500,0.019104941,0.018738752,0.022333240,0.018379200,0.020298565,0.019111997,0.017479409,0.020831540,0.019293448,0.016969273,0.017866200,0.019085456,0.016716370,0.019573033,0.017498268,0.017292021,0.017810397,0.016745286,0.025256883
84.03,83.80,100.00,64.58,100.00,100.00,93.52,100.00,100.00,100.00,100.00,94.21,89.12,100.00,91.20,100.00,100.00,100.00,100.00,100.00,80.59,81.64,100.00,63.04,100.00,100.00,91.78,100.00,100.00,100.00,100.00,96.24,86.77,100.00,87.15,100.00,100.00,100.00,100.00,100.00,0.015698053,0.014650753,0.015198954,0.017826527,0.015124571,0.015871683,0.014755309,0.013782811,0.015924765,0.014254324,0.013698300,0.014159546,0.015587143,0.013273584,0.015578204,0.013979770,0.013908390,0.014510719,0.013011044,0.012648627
89.35,84.49,100.00,64.58,100.00,100.00,98.61,100.00,100.00,100.00,100.00,94.21,90.74,100.00,94.44,100.00,100.00,100.00,100.00,100.00,86.69,82.37,100.00,63.04,100.00,100.00,97.84,100.00,100.00,100.00,100.00,96.24,88.46,100.00,92.67,100.00,100.00,100.00,100.00,100.00,0.013575794,0.012984710,0.012390623,0.016329926,0.012580737,0.014012665,0.013283081,0.012364363,0.013841130,0.012998121,0.011537977,0.012732018,0.013188654,0.011424551,0.013489959,0.011272852,0.011989374,0.012570821,0.011659156,0.011483849
89.35,84.49,100.00,64.81,100.00,100.00,99.31,100.00,100.00,100.00,100.00,91.90,90.74,100.00,95.37,100.00,100.00,100.00,100.00,100.00,86.69,82.37,100.00,63.25,100.00,100.00,98.96,100.00,100.00,100.00,100.00,96.45,88.46,100.00,93.33,100.00,100.00,100.00,100.00,100.00,0.012857037,0.012357937,0.012186611,0.015994679,0.011706997,0.013423048,0.012233337,0.011934547,0.013269532,0.012049789,0.011748904,0.011969819,0.012120331,0.010842687,0.012859623,0.010993409,0.011951869,0.012284393,0.011153979,0.010759784
90.74,84.49,100.00,64.81,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.38,90.74,100.00,94.91,100.00,100.00,100.00,100.00,100.00,88.19,82.37,100.00,63.25,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.63,88.46,100.00,92.52,100.00,100.00,100.00,100.00,100.00,0.012620478,0.012256175,0.011854087,0.015621506,0.011258044,0.012422821,0.011993564,0.011895924,0.012694652,0.012215108,0.011198399,0.012159723,0.012135556,0.010963795,0.012579272,0.011505081,0.011609218,0.011982740,0.011834463,0.011113749
90.74,84.49,100.00,64.81,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.38,90.74,100.00,95.14,100.00,100.00,100.00,100.00,100.00,88.19,82.37,100.00,63.25,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.63,88.46,100.00,93.33,100.00,100.00,100.00,100.00,100.00,0.012209030,0.012426034,0.011666837,0.015633868,0.012035541,0.011916737,0.011058502,0.012343130,0.012548330,0.012892518,0.011496210,0.012144077,0.012238366,0.010851767,0.011975546,0.011186247,0.011497119,0.010969034,0.011365395,0.011397244
90.74,84.49,100.00,64.81,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.30,90.74,100.00,94.44,100.00,100.00,100.00,100.00,100.00,88.19,82.37,100.00,63.25,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.91,88.46,100.00,92.55,100.00,100.00,100.00,100.00,100.00,0.012256454,0.012780558,0.011646862,0.015788430,0.011779355,0.011944604,0.011335012,0.012265814,0.012706176,0.012667064,0.011670679,0.012099867,0.012419819,0.010954925,0.011710281,0.011861003,0.011611173,0.011337807,0.011226895,0.011216419
90.74,84.49,100.00,64.81,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.54,90.74,100.00,94.44,100.00,100.00,100.00,100.00,100.00,88.19,82.37,100.00,63.25,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.27,88.46,100.00,92.55,100.00,100.00,100.00,100.00,100.00,0.011991817,0.011970237,0.011723271,0.015777467,0.011356872,0.011785780,0.011647352,0.012149315,0.012103288,0.012689204,0.011666768,0.011907309,0.012358007,0.011091609,0.012022829,0.011831389,0.012027020,0.011245473,0.011352335,0.010921820
