direct_1.jpg,direct_2.jpg,direct_3.jpg,direct_4.jpg,direct_5.jpg,direct_6.jpg,direct_7.jpg,direct_8.jpg,direct_9.jpg,direct_10.jpg,direct_11.jpg,direct_12.jpg,direct_13.jpg,direct_14.jpg,direct_15.jpg,direct_16.jpg,direct_17.jpg,direct_18.jpg,direct_19.jpg,direct_20.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,neighbour_4.jpg,neighbour_5.jpg,neighbour_6.jpg,neighbour_7.jpg,neighbour_8.jpg,neighbour_9.jpg,neighbour_10.jpg,neighbour_11.jpg,neighbour_12.jpg,neighbour_13.jpg,neighbour_14.jpg,neighbour_15.jpg,neighbour_16.jpg,neighbour_17.jpg,neighbour_18.jpg,neighbour_19.jpg,neighbour_20.jpg,time_1.jpg,time_2.jpg,time_3.jpg,time_4.jpg,time_5.jpg,time_6.jpg,time_7.jpg,time_8.jpg,time_9.jpg,time_10.jpg,time_11.jpg,time_12.jpg,time_13.jpg,time_14.jpg,time_15.jpg,time_16.jpg,time_17.jpg,time_18.jpg,time_19.jpg,time_20.jpg
0.50,0.00,0.25,0.25,0.12,0.00,0.25,0.12,0.12,0.25,0.25,0.25,0.00,0.00,0.00,0.50,0.00,0.00,0.12,0.00,0.08,0.21,0.00,0.19,0.12,0.00,0.25,0.12,0.14,0.13,0.19,0.12,0.06,0.00,0.12,0.25,0.06,0.00,0.14,0.08,0.689314127,0.623165011,0.630108654,0.617110550,0.671931207,0.621433854,0.632252932,0.647016287,0.609066069,0.623531997,0.639776349,0.620583117,0.636519372,0.641001940,0.629454672,0.631877959,0.659694731,0.646846771,0.627242982,0.656531990
0.12,1.12,0.50,0.12,0.00,1.37,0.12,0.50,0.37,0.00,0.00,0.37,0.25,0.12,0.50,0.50,0.00,0.25,0.12,0.50,34.20,46.31,34.37,33.47,44.29,40.79,62.91,49.21,32.78,50.93,51.78,41.76,49.91,76.28,64.38,26.70,44.65,29.30,72.40,63.55,0.139353424,0.146928281,0.145498529,0.143350348,0.140291780,0.146424159,0.141691148,0.142212108,0.148885876,0.144602507,0.143559471,0.143931732,0.146927878,0.141874358,0.148456186,0.139268428,0.152576685,0.149626285,0.145809755,0.137306884
50.81,80.75,0.00,49.81,86.21,84.47,95.65,92.92,82.61,99.50,96.65,0.87,92.55,100.00,96.15,10.68,78.51,66.46,100.00,97.64,66.68,79.31,52.35,57.81,86.96,84.03,94.97,90.42,83.90,99.06,96.29,65.10,90.95,100.00,94.72,55.45,82.51,69.61,100.00,96.97,0.054655861,0.055118226,0.068350829,0.075058110,0.044213008,0.054342262,0.044484977,0.050980072,0.053447779,0.039677653,0.039792962,0.065603897,0.043525681,0.038423892,0.040764697,0.063552313,0.050371878,0.050273538,0.039066944,0.043700427
77.64,88.57,72.67,61.49,100.00,99.01,100.00,100.00,86.58,100.00,99.50,81.12,100.00,100.00,100.00,64.84,99.50,89.57,100.00,100.00,81.09,87.53,76.33,69.04,100.00,98.73,100.00,100.00,93.46,100.00,99.06,83.39,100.00,100.00,100.00,78.31,99.23,88.36,100.00,100.00,0.030909993,0.032634567,0.040122971,0.042789735,0.025230739,0.029471915,0.024354974,0.025525199,0.027944928,0.023164075,0.023281479,0.034777369,0.024422234,0.022940643,0.023287628,0.036342140,0.026607497,0.028565209,0.022516696,0.023868237
81.24,91.06,78.63,64.60,100.00,100.00,100.00,100.00,92.05,100.00,99.75,83.48,100.00,100.00,100.00,83.35,100.00,89.57,100.00,100.00,84.37,89.75,82.15,75.32,100.00,100.00,100.00,100.00,94.33,100.00,99.50,83.72,100.00,100.00,100.00,84.41,100.00,88.47,100.00,100.00,0.023628322,0.024102489,0.029200433,0.031393796,0.019463139,0.021911360,0.019022426,0.019194519,0.021215022,0.017680245,0.019084517,0.025466882,0.018863045,0.017887751,0.018971160,0.027240489,0.019742165,0.020843524,0.018260924,0.018506913
81.24,94.04,82.98,70.31,100.00,100.00,100.00,100.00,94.16,100.00,99.75,87.95,100.00,100.00,100.00,84.72,100.00,89.81,100.00,100.00,84.37,92.46,85.18,78.83,100.00,100.00,100.00,100.00,94.99,100.00,99.50,88.50,100.00,100.00,100.00,88.63,100.00,88.39,100.00,100.00,0.020939140,0.020357624,0.024677860,0.026533252,0.017684853,0.019002520,0.017572057,0.017723057,0.019500714,0.017460795,0.018267976,0.022174252,0.018694302,0.017783752,0.018673280,0.024469240,0.017524844,0.019101560,0.017647140,0.018210705
81.37,94.04,87.83,70.19,100.00,100.00,100.00,100.00,94.16,100.00,99.75,89.81,100.00,100.00,100.00,93.17,100.00,89.94,100.00,100.00,84.49,92.46,89.10,80.55,100.00,100.00,100.00,100.00,94.99,100.00,99.50,89.02,100.00,100.00,100.00,92.98,100.00,88.45,100.00,100.00,0.020239376,0.019415785,0.022815136,0.024621986,0.017719705,0.018611886,0.017954940,0.017318944,0.018396210,0.018120816,0.018491477,0.020221081,0.017904652,0.017547820,0.017692188,0.022342784,0.017713141,0.019306200,0.018128987,0.017460516
81.37,94.29,87.83,70.19,100.00,100.00,100.00,100.00,97.76,100.00,99.75,89.81,100.00,100.00,100.00,93.79,100.00,89.94,100.00,100.00,84.49,92.93,89.10,80.55,100.00,100.00,100.00,100.00,96.98,100.00,99.50,89.02,100.00,100.00,100.00,93.23,100.00,88.45,100.00,100.00,0.020275977,0.018970460,0.022113347,0.023422424,0.017697284,0.017771320,0.017770899,0.017574081,0.018362336,0.017143149,0.017810084,0.020188812,0.017835647,0.017453045,0.017869590,0.021874135,0.018394744,0.019535776,0.017712932,0.017504308
81.37,94.29,86.71,70.19,100.00,100.00,100.00,100.00,97.76,100.00,99.75,89.81,100.00,100.00,100.00,92.42,100.00,89.94,100.00,100.00,84.49,92.93,89.03,80.55,100.00,100.00,100.00,100.00,96.98,100.00,99.50,89.02,100.00,100.00,100.00,93.79,100.00,88.45,100.00,100.00,0.019684052,0.018279711,0.022294940,0.023048552,0.017811481,0.018046085,0.017687021,0.017001783,0.018846072,0.017207472,0.017795486,0.019840851,0.018388735,0.017373491,0.017638128,0.021360155,0.018153155,0.019127401,0.017492365,0.016993612
81.37,94.29,87.08,70.19,100.00,100.00,100.00,100.00,97.76,100.00,99.75,91.06,100.00,100.00,100.00,92.42,100.00,89.94,100.00,100.00,84.49,92.93,89.19,80.55,100.00,100.00,100.00,100.00,96.98,100.00,99.50,91.63,100.00,100.00,100.00,93.79,100.00,88.45,100.00,100.00,0.019865366,0.018813664,0.021206152,0.022471085,0.017595313,0.017335705,0.017650770,0.017480211,0.018634167,0.017203491,0.017946908,0.019933743,0.017395005,0.017833831,0.017955428,0.020671710,0.017917292,0.018875476,0.017632753,0.017190993
