direct_1.jpg,direct_2.jpg,direct_3.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,time_1.jpg,time_2.jpg,time_3.jpg
0.03,0.00,0.00,0.00,0.02,0.03,11.823515892,11.802625656,11.795932770
0.00,0.03,0.00,55.87,34.94,38.16,1.331323862,1.288355112,1.310772300
95.33,0.39,78.21,93.96,54.79,79.99,0.161596134,0.393330902,0.269598484
100.00,61.52,86.12,100.00,77.63,91.69,0.035504442,0.134362921,0.059718177
100.00,77.15,94.27,100.00,84.68,95.98,0.025147501,0.068979681,0.034922663
100.00,76.18,97.00,100.00,87.56,97.38,0.025075424,0.050482474,0.029874977
100.00,75.06,98.21,100.00,87.03,97.96,0.025049165,0.047186658,0.027824385
100.00,75.85,98.61,100.00,88.97,98.77,0.025728945,0.043543648,0.026234481
100.00,75.85,98.61,100.00,88.97,98.77,0.025867792,0.044084094,0.026369628
100.00,75.85,99.82,100.00,88.97,99.65,0.027188104,0.042166136,0.026089976
100.00,79.85,99.64,100.00,90.19,99.50,0.026134731,0.041945223,0.025947427
100.00,79.85,99.64,100.00,90.19,99.50,0.025977723,0.040492631,0.024693957
100.00,79.85,99.64,100.00,90.19,99.50,0.024613904,0.039995000,0.026093120
100.00,79.85,99.58,100.00,90.19,99.59,0.024521921,0.038673785,0.025747119
100.00,79.85,99.58,100.00,90.19,99.59,0.023986572,0.038542408,0.026845956
100.00,79.85,99.58,100.00,90.19,99.59,0.025135698,0.039163314,0.026165128
100.00,79.85,99.58,100.00,90.19,99.59,0.025280762,0.037945736,0.025783015
100.00,79.85,99.58,100.00,90.19,99.59,0.024531348,0.036940280,0.025802225
100.00,79.85,99.58,100.00,90.19,99.59,0.023957727,0.037048254,0.026688321
100.00,79.85,99.58,100.00,90.19,99.59,0.024039583,0.036527649,0.025601285
100.00,79.85,99.58,100.00,90.19,99.59,0.025139401,0.037957333,0.025866758
100.00,79.85,99.70,100.00,90.19,99.76,0.025415070,0.039525095,0.024619013
100.00,79.85,99.70,100.00,90.19,99.76,0.024620887,0.036725372,0.024741167
100.00,79.85,99.79,100.00,90.19,99.77,0.024450330,0.037134163,0.025554908
100.00,79.85,99.79,100.00,90.19,99.77,0.025124945,0.037781958,0.025061330
