direct_1.jpg,direct_2.jpg,direct_3.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,time_1.jpg,time_2.jpg,time_3.jpg
0.00,0.04,0.08,0.11,0.06,0.13,0.643144369,0.657564461,0.632692754
0.00,0.08,0.00,40.69,29.03,22.41,0.687612593,0.707447469,0.827365220
73.69,0.93,0.00,77.27,52.83,39.35,0.132960454,0.280843496,0.408617407
97.37,61.10,0.04,96.65,67.04,54.30,0.033546027,0.119657584,0.217517555
99.28,67.46,0.00,98.77,72.80,63.53,0.020235345,0.075634643,0.128560781
99.53,67.84,60.47,99.41,73.41,68.18,0.017703297,0.063964449,0.087924838
99.79,69.41,71.27,99.64,74.15,73.85,0.017046345,0.059639025,0.073303819
99.79,70.76,76.99,99.64,74.94,78.18,0.017035522,0.055384215,0.057287384
99.70,71.27,76.99,99.60,75.06,78.18,0.016507922,0.053924687,0.045954119
99.70,71.10,78.05,99.60,74.89,79.74,0.016551435,0.055818710,0.040506866
99.70,71.10,81.95,99.60,74.89,81.66,0.017860586,0.056347776,0.037648994
99.70,71.27,83.26,99.60,76.33,83.52,0.016751815,0.050740022,0.036457393
99.70,71.27,83.26,99.60,76.33,83.52,0.016329192,0.049290486,0.033352420
99.70,71.95,87.88,99.60,75.77,87.37,0.016054217,0.048127376,0.032482166
99.70,71.95,87.88,99.60,75.77,87.37,0.016420476,0.047141045,0.030400123
99.70,71.95,87.88,99.60,75.77,87.37,0.016483895,0.048779018,0.030474156
99.70,71.95,87.88,99.60,75.77,87.37,0.016649354,0.049417533,0.030981923
99.70,71.95,87.88,99.60,75.77,87.37,0.016518259,0.048275169,0.029719844
99.70,71.95,87.88,99.60,75.77,87.37,0.016749162,0.046879061,0.030077863
99.70,71.95,87.88,99.60,75.77,87.37,0.016832275,0.046706129,0.028831502
99.70,71.95,87.71,99.60,75.77,87.28,0.016820820,0.045195337,0.028588656
99.70,71.95,87.71,99.60,75.77,87.28,0.017041596,0.046926346,0.029084476
99.70,71.95,87.71,99.60,75.77,87.28,0.017957527,0.046548072,0.027547216
99.70,71.95,88.14,99.60,75.77,87.97,0.017588751,0.045744728,0.027207844
99.70,71.95,88.14,99.60,75.77,87.97,0.017349888,0.044613536,0.029066736
99.70,71.95,88.14,99.60,75.77,87.97,0.017241981,0.044483695,0.026853528
99.70,71.95,88.14,99.60,75.77,87.97,0.017531272,0.045957539,0.028128523
99.70,71.95,88.14,99.60,75.77,87.97,0.016812161,0.044796247,0.027071720
99.70,71.95,88.14,99.60,75.77,87.97,0.016802661,0.045001727,0.026628841
99.70,71.95,88.14,99.60,75.77,87.97,0.016486270,0.046348736,0.027193526
99.70,71.95,88.14,99.60,75.77,87.97,0.016638948,0.045219153,0.025918389
99.70,73.56,87.63,99.60,77.55,87.63,0.016912596,0.045006201,0.025586003
99.70,73.56,87.75,99.60,77.55,87.67,0.017263632,0.045241643,0.025925372
99.70,73.56,87.29,99.60,77.55,87.45,0.017746180,0.043869559,0.026463240
99.70,73.56,87.29,99.60,77.55,87.45,0.017826712,0.042444192,0.025145708
99.70,73.56,87.29,99.60,77.55,87.45,0.016826969,0.044855054,0.026859393
99.70,73.56,87.29,99.60,77.55,87.27,0.015825270,0.043939196,0.026328305
99.70,73.56,87.29,99.60,77.55,87.27,0.016740153,0.043967552,0.026360013
99.70,73.56,87.84,99.60,77.55,87.76,0.016897580,0.044121001,0.025914269
99.70,73.56,87.84,99.60,77.55,87.76,0.016280791,0.044152707,0.025398821
99.70,73.56,87.84,99.60,77.55,87.76,0.017284444,0.044816226,0.026446197
99.70,73.56,88.39,99.60,77.55,88.23,0.018591991,0.044013511,0.025559112
99.70,73.56,88.39,99.60,77.55,88.23,0.018067185,0.043104772,0.024617201
99.70,73.56,88.39,99.60,77.55,88.23,0.017243864,0.045411017,0.024680898
99.70,73.77,88.39,99.60,77.73,88.23,0.016532576,0.046841972,0.025262348
99.70,73.77,88.39,99.60,77.73,88.23,0.016523637,0.044441864,0.024062011
99.70,73.77,88.39,99.60,77.73,88.23,0.017612919,0.043934867,0.024180116
99.70,73.77,88.39,99.60,77.73,88.23,0.017144408,0.044791222,0.025298245
99.70,73.77,88.39,99.60,77.73,88.23,0.017068416,0.044078745,0.025230568
99.70,73.77,88.39,99.60,77.73,88.23,0.017409045,0.044101864,0.025674913
99.70,73.77,88.39,99.60,77.73,88.23,0.017090768,0.042329296,0.024535203
99.70,73.56,88.39,99.60,77.80,88.23,0.017413305,0.041781444,0.024129411
99.70,73.56,88.39,99.60,77.80,88.23,0.017280184,0.041471194,0.025317524
99.70,73.56,88.39,99.60,77.78,88.23,0.016673800,0.042073529,0.025196064
99.70,73.56,88.39,99.60,77.78,88.23,0.016658854,0.042568654,0.026028812
99.70,73.56,88.39,99.60,77.78,88.23,0.017545031,0.044986226,0.026076796
99.70,73.56,88.39,99.60,77.78,88.23,0.017524358,0.041259848,0.024496300
99.70,73.56,88.39,99.60,77.78,88.23,0.016679179,0.042160831,0.024640948
99.70,73.56,88.39,99.60,77.78,88.23,0.017465129,0.043436673,0.023881117
99.70,73.56,88.39,99.60,77.78,88.23,0.017499842,0.042594142,0.025268704
99.70,73.56,88.39,99.60,77.78,88.23,0.017565845,0.042456135,0.025312005
99.70,73.56,88.39,99.60,77.78,88.23,0.016814955,0.041526236,0.026068833
99.70,73.56,88.39,99.60,77.78,88.23,0.016596762,0.042300660,0.026753511
99.70,73.56,88.39,99.60,77.78,88.23,0.016770883,0.041850168,0.025604442
99.70,73.56,88.39,99.60,77.78,88.23,0.016325351,0.043284412,0.025225608
99.70,73.56,88.39,99.60,77.78,88.23,0.016015662,0.041266490,0.025540812
99.70,73.56,88.39,99.60,77.78,88.23,0.017019108,0.042970184,0.024072140
99.70,73.56,88.39,99.60,77.78,88.23,0.016572805,0.042237666,0.024852157
99.70,73.56,88.39,99.60,77.78,88.23,0.015880654,0.041420143,0.025061686
99.70,73.56,88.39,99.60,77.78,88.23,0.017075121,0.041346390,0.025157511
99.70,73.56,88.39,99.60,77.78,88.23,0.017094748,0.041539785,0.023438588
99.70,73.56,88.39,99.60,77.78,88.23,0.017253991,0.041466448,0.025038498
99.70,73.56,88.39,99.60,77.78,88.23,0.017488876,0.042831965,0.024432812
99.70,73.56,88.39,99.60,77.78,88.23,0.017445644,0.042150427,0.024094209
99.70,73.56,88.39,99.60,77.78,88.23,0.017760500,0.041052483,0.023959272
99.70,73.56,88.39,99.60,77.78,88.23,0.018682018,0.039494060,0.024434557
99.70,73.56,88.39,99.60,77.78,88.23,0.017612919,0.041523512,0.023914920
99.70,73.56,88.39,99.60,77.78,88.23,0.017209291,0.041048292,0.023316080
99.70,73.56,88.39,99.60,77.78,88.23,0.017835792,0.039229352,0.023517439
99.70,73.56,88.39,99.60,77.78,88.23,0.017982602,0.039890423,0.024189059
99.70,73.56,88.39,99.60,77.78,88.23,0.017769858,0.043771852,0.024878137
99.70,73.56,88.39,99.60,77.78,88.23,0.017023228,0.043105260,0.023877064
