direct_1.png,direct_2.png,direct_3.png,direct_4.png,direct_5.png,direct_6.png,direct_7.png,direct_8.png,direct_9.png,direct_10.png,direct_11.png,direct_12.png,direct_13.png,direct_14.png,direct_15.png,direct_16.png,direct_17.png,direct_18.png,direct_19.png,direct_20.png,neighbour_1.png,neighbour_2.png,neighbour_3.png,neighbour_4.png,neighbour_5.png,neighbour_6.png,neighbour_7.png,neighbour_8.png,neighbour_9.png,neighbour_10.png,neighbour_11.png,neighbour_12.png,neighbour_13.png,neighbour_14.png,neighbour_15.png,neighbour_16.png,neighbour_17.png,neighbour_18.png,neighbour_19.png,neighbour_20.png,time_1.png,time_2.png,time_3.png,time_4.png,time_5.png,time_6.png,time_7.png,time_8.png,time_9.png,time_10.png,time_11.png,time_12.png,time_13.png,time_14.png,time_15.png,time_16.png,time_17.png,time_18.png,time_19.png,time_20.png
0.46,0.23,0.23,0.46,0.23,0.46,0.46,0.23,0.00,0.23,0.46,0.23,0.23,0.00,0.00,0.23,0.46,0.00,0.93,0.23,0.27,0.00,0.23,0.12,0.23,0.39,0.12,0.14,0.12,0.37,0.14,0.12,0.23,0.00,0.12,0.12,0.12,0.12,0.12,0.23,1.314616561,1.217592478,1.195056915,1.239846349,1.184795737,1.183719754,1.174054742,1.212424874,1.220702529,1.190312624,1.230085969,1.248556018,1.255270720,1.263394833,1.176905513,1.255149841,1.155937672,1.262638927,1.254319549,1.264435530
0.93,0.69,3.01,0.23,0.00,0.23,1.39,0.00,0.93,0.00,0.00,2.31,0.00,0.46,0.00,1.16,0.23,0.00,0.00,0.00,26.77,47.69,39.35,33.01,49.98,31.37,44.75,63.18,43.34,51.77,65.95,62.89,30.05,59.66,30.29,40.07,53.40,55.63,64.16,74.56,0.063841462,0.061409879,0.059337430,0.058470327,0.059272896,0.064192422,0.061719496,0.056898721,0.062318955,0.059960362,0.064414807,0.057090718,0.064761087,0.057778671,0.064666383,0.064793982,0.057745289,0.062183741,0.058370102,0.062155105
0.46,71.06,98.61,63.43,99.31,0.93,66.20,99.54,77.08,88.66,98.38,86.11,80.32,100.00,0.46,99.54,94.91,99.07,100.00,100.00,53.38,69.83,97.47,60.38,98.69,67.55,63.56,99.09,73.96,88.85,96.78,89.39,76.91,100.00,54.24,99.09,95.22,98.13,100.00,100.00,0.034176137,0.031700272,0.032196995,0.031971123,0.028078357,0.033417922,0.034182839,0.026734017,0.031111008,0.029466344,0.029301655,0.028848303,0.033739690,0.026308673,0.034274336,0.029149188,0.026309719,0.027897252,0.026866788,0.025215421
81.94,83.33,96.06,63.43,100.00,96.06,93.29,100.00,96.99,100.00,100.00,94.68,90.51,100.00,0.00,100.00,100.00,100.00,100.00,100.00,80.86,81.39,97.45,60.38,100.00,95.95,91.53,100.00,96.26,100.00,100.00,94.71,88.60,100.00,78.36,100.00,100.00,100.00,100.00,100.00,0.025803288,0.023383647,0.022924921,0.025294973,0.020277660,0.024438486,0.024172874,0.018421931,0.023866892,0.020635046,0.020373484,0.020877263,0.024390085,0.018895537,0.025544800,0.020673808,0.018579287,0.019683713,0.019325349,0.019314455
89.35,83.56,100.00,63.43,100.00,100.00,99.07,100.00,100.00,100.00,100.00,94.44,90.51,100.00,93.98,100.00,100.00,100.00,100.00,100.00,87.25,81.54,100.00,60.38,100.00,100.00,98.19,100.00,100.00,100.00,100.00,95.62,88.60,100.00,91.42,100.00,100.00,100.00,100.00,100.00,0.021767341,0.018035768,0.017016340,0.021898227,0.016306665,0.020221436,0.019050868,0.014671221,0.019556668,0.016217615,0.015601530,0.017687043,0.020648874,0.015136446,0.020351691,0.015379849,0.014639862,0.015259858,0.015294850,0.015004862
90.05,83.56,100.00,66.67,100.00,100.00,98.84,100.00,100.00,100.00,100.00,96.53,90.51,100.00,94.68,100.00,100.00,100.00,100.00,100.00,88.31,81.54,100.00,65.07,100.00,100.00,98.96,100.00,100.00,100.00,100.00,96.55,88.60,100.00,92.63,100.00,100.00,100.00,100.00,100.00,0.018644100,0.016365334,0.014671151,0.020898633,0.014179457,0.017602812,0.016449563,0.013764171,0.017247450,0.015453184,0.014158783,0.016452078,0.016119417,0.014853441,0.016794728,0.014942352,0.013299505,0.014858261,0.014340654,0.014188746
90.74,83.56,100.00,66.67,100.00,100.00,98.84,100.00,100.00,100.00,100.00,98.38,90.51,100.00,94.21,100.00,100.00,100.00,100.00,100.00,88.64,81.54,100.00,65.07,100.00,100.00,98.96,100.00,100.00,100.00,100.00,97.76,88.60,100.00,92.40,100.00,100.00,100.00,100.00,100.00,0.017605815,0.016026733,0.014520221,0.020018192,0.014073226,0.016675506,0.015689673,0.014170028,0.016482111,0.014522875,0.014451006,0.015339688,0.015973305,0.014577352,0.015515134,0.014649011,0.012873183,0.014642726,0.015176326,0.014096483
90.74,83.56,100.00,66.67,100.00,100.00,98.84,100.00,100.00,100.00,100.00,98.38,90.51,100.00,94.21,100.00,100.00,100.00,100.00,100.00,88.64,81.54,100.00,65.07,100.00,100.00,98.96,100.00,100.00,100.00,100.00,97.76,88.60,100.00,92.40,100.00,100.00,100.00,100.00,100.00,0.016364705,0.016812747,0.015111791,0.020257264,0.014763484,0.015740657,0.015325301,0.013843093,0.015829289,0.014830463,0.014246297,0.015861835,0.015972884,0.014333880,0.014995502,0.015022182,0.012933528,0.014981254,0.014383468,0.014680790
90.74,83.56,100.00,66.67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.54,90.51,100.00,94.21,100.00,100.00,100.00,100.00,100.00,88.64,81.54,100.00,65.07,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.27,88.60,100.00,92.40,100.00,100.00,100.00,100.00,100.00,0.016728796,0.016390687,0.014961000,0.019304397,0.015148249,0.014709495,0.014815377,0.014467839,0.015378871,0.014602915,0.013827448,0.015049631,0.015217743,0.013638663,0.015106413,0.014878864,0.012802921,0.015082108,0.014693641,0.014853372
90.74,83.56,100.00,66.67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.54,90.51,100.00,94.21,100.00,100.00,100.00,100.00,100.00,88.64,81.54,100.00,65.07,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.27,88.60,100.00,92.40,100.00,100.00,100.00,100.00,100.00,0.016953412,0.018678045,0.013948765,0.020172616,0.014541453,0.014412383,0.015837530,0.014218010,0.014776126,0.015000531,0.012998551,0.015181006,0.016328735,0.013808311,0.015381944,0.014532304,0.012786089,0.014534888,0.014619049,0.013833315
