direct_1.jpg,direct_2.jpg,direct_3.jpg,direct_4.jpg,direct_5.jpg,direct_6.jpg,direct_7.jpg,direct_8.jpg,direct_9.jpg,direct_10.jpg,direct_11.jpg,direct_12.jpg,direct_13.jpg,direct_14.jpg,direct_15.jpg,direct_16.jpg,direct_17.jpg,direct_18.jpg,direct_19.jpg,direct_20.jpg,neighbour_1.jpg,neighbour_2.jpg,neighbour_3.jpg,neighbour_4.jpg,neighbour_5.jpg,neighbour_6.jpg,neighbour_7.jpg,neighbour_8.jpg,neighbour_9.jpg,neighbour_10.jpg,neighbour_11.jpg,neighbour_12.jpg,neighbour_13.jpg,neighbour_14.jpg,neighbour_15.jpg,neighbour_16.jpg,neighbour_17.jpg,neighbour_18.jpg,neighbour_19.jpg,neighbour_20.jpg,time_1.jpg,time_2.jpg,time_3.jpg,time_4.jpg,time_5.jpg,time_6.jpg,time_7.jpg,time_8.jpg,time_9.jpg,time_10.jpg,time_11.jpg,time_12.jpg,time_13.jpg,time_14.jpg,time_15.jpg,time_16.jpg,time_17.jpg,time_18.jpg,time_19.jpg,time_20.jpg
0.19,0.74,0.56,0.19,0.37,0.00,0.00,0.00,0.37,0.37,0.19,0.37,0.00,0.19,0.00,0.37,0.37,0.00,0.19,0.19,0.09,0.19,0.00,0.09,0.20,0.19,0.09,0.28,0.19,0.51,0.09,0.40,0.28,0.09,0.19,0.00,0.22,0.28,0.40,0.20,0.078209206,0.055575743,0.054661486,0.052693430,0.051057894,0.054362837,0.054128371,0.053424623,0.053375453,0.058992159,0.053571507,0.053872671,0.054231249,0.051931851,0.053481545,0.052234620,0.055092495,0.054611899,0.054600302,0.054060485
0.93,0.00,1.67,0.19,0.37,0.00,0.00,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.19,0.93,0.37,0.37,0.00,0.19,33.30,40.11,26.30,33.63,34.85,38.13,48.77,30.77,27.65,39.27,47.13,35.74,43.78,45.93,62.96,47.96,20.52,30.40,41.79,35.35,0.020483252,0.018052267,0.017686771,0.016495446,0.017127952,0.018189089,0.019635836,0.016832303,0.017255347,0.017846923,0.016995318,0.018752033,0.016270269,0.017843783,0.016484341,0.016331801,0.019674741,0.018102204,0.020728752,0.017098825
0.56,74.44,1.85,0.00,48.52,0.00,98.70,1.85,0.19,92.41,84.26,55.74,81.85,90.93,97.96,97.41,0.93,12.96,0.00,0.19,67.65,74.09,41.10,64.71,58.24,49.21,98.46,46.30,39.74,90.32,83.09,57.98,77.92,91.70,97.07,95.76,44.41,58.81,63.94,64.12,0.011707928,0.008326228,0.010782427,0.008398306,0.009164214,0.009562464,0.007373766,0.010189662,0.009426966,0.007266835,0.007145516,0.010043059,0.008054744,0.007526864,0.006472431,0.006706967,0.011765269,0.009060425,0.009339522,0.009866774
89.44,90.93,39.26,92.04,86.30,82.78,100.00,49.44,0.37,99.44,100.00,84.63,99.63,100.00,100.00,100.00,48.52,79.81,96.11,91.85,89.34,89.58,53.07,88.07,85.45,81.45,100.00,60.86,49.71,99.14,100.00,84.26,99.24,100.00,100.00,100.00,62.45,80.62,95.48,87.08,0.007183233,0.005534498,0.007353651,0.005523044,0.006317098,0.007119535,0.005225928,0.007359868,0.007249724,0.005147074,0.004980147,0.006894917,0.005251700,0.005597008,0.004276191,0.004932025,0.009034025,0.006622666,0.005758906,0.006890237
100.00,94.07,41.67,96.11,91.11,94.81,100.00,49.44,0.37,100.00,100.00,92.22,100.00,100.00,100.00,100.00,73.15,81.85,98.89,96.67,100.00,92.47,61.47,96.28,91.28,94.21,100.00,64.29,49.71,100.00,100.00,91.16,100.00,100.00,100.00,100.00,80.02,85.85,98.49,94.94,0.005543159,0.004545998,0.006745452,0.004676396,0.004382633,0.005178294,0.003675533,0.006365850,0.006567699,0.004000098,0.004212633,0.005180529,0.004642801,0.003876754,0.004003311,0.004013019,0.007004152,0.004995583,0.004155431,0.005922760
100.00,94.07,42.78,95.74,94.44,99.07,100.00,51.30,0.00,100.00,100.00,96.30,100.00,100.00,100.00,100.00,73.15,86.30,99.26,99.07,100.00,92.47,62.67,95.91,95.73,98.52,100.00,67.87,54.15,100.00,100.00,94.60,100.00,100.00,100.00,100.00,80.02,91.06,99.20,98.29,0.004988249,0.004325291,0.006467682,0.003876335,0.004391224,0.005011926,0.003701376,0.005867164,0.006474876,0.003877243,0.003332600,0.004247136,0.003488003,0.003865789,0.003492752,0.003817107,0.006024452,0.005047267,0.003792173,0.004849469
100.00,94.07,42.78,95.74,94.44,100.00,100.00,51.30,0.19,100.00,100.00,95.93,100.00,100.00,100.00,100.00,73.15,86.30,99.26,99.63,100.00,92.47,62.67,95.91,95.73,100.00,100.00,67.87,54.83,100.00,100.00,95.06,100.00,100.00,100.00,100.00,82.30,90.62,99.20,99.26,0.005155246,0.004386405,0.006453364,0.003537382,0.004027058,0.003770172,0.004611371,0.005323360,0.006173220,0.003694531,0.003955258,0.004065332,0.003728056,0.003692715,0.003273372,0.003792522,0.005316026,0.004840249,0.003597797,0.003919847
100.00,94.07,52.78,95.74,94.44,100.00,100.00,51.30,0.19,100.00,100.00,97.96,100.00,100.00,100.00,100.00,76.85,86.30,99.26,100.00,100.00,92.47,65.71,95.91,95.73,100.00,100.00,67.87,54.83,100.00,100.00,97.25,100.00,100.00,100.00,100.00,86.05,90.62,99.20,100.00,0.003393923,0.003598566,0.005610698,0.003500226,0.003868652,0.003442045,0.004637843,0.005698771,0.006092690,0.003442814,0.003674905,0.003977399,0.003832333,0.003480319,0.003856010,0.003830447,0.004567649,0.003909790,0.003939823,0.003554145
100.00,94.07,52.78,95.74,94.44,100.00,100.00,51.30,64.07,100.00,100.00,99.26,100.00,100.00,100.00,100.00,80.00,90.56,99.26,100.00,100.00,92.47,65.71,95.91,95.73,100.00,100.00,67.87,65.88,100.00,100.00,99.00,100.00,100.00,100.00,100.00,85.60,91.51,99.20,100.00,0.003442744,0.004124909,0.005706314,0.003923758,0.003527814,0.003774502,0.003705986,0.005033927,0.005835106,0.003147863,0.003307037,0.004014277,0.003919568,0.003779741,0.003264433,0.003480599,0.005148890,0.004166675,0.003603385,0.003889815
100.00,94.07,51.85,95.74,94.44,100.00,100.00,51.30,64.07,100.00,100.00,99.26,100.00,100.00,100.00,100.00,80.00,86.85,99.26,100.00,100.00,92.47,68.97,95.91,95.73,100.00,100.00,67.87,65.88,100.00,100.00,99.00,100.00,100.00,100.00,100.00,85.60,91.45,99.20,100.00,0.003853147,0.003801392,0.005788729,0.003912584,0.004038652,0.003754807,0.003849725,0.005381400,0.005698631,0.003494219,0.003681052,0.003696627,0.003877871,0.003636491,0.003734831,0.003340842,0.004858270,0.004648598,0.003651856,0.003996047
